business_id,is_open,review_count,city,stars,review_scale,score
b'Hy_UuNOaOgpoBDo-d-kcbw',0,42,b'Cleveland',4.5,3,13.5
b'eoJfl5vG7X87QhcKb0nt5Q',1,272,b'Cleveland',3.0,4,12.0
b'hcrjdLHf8UlR-D1-rTEkfw',1,32,b'Cleveland',3.5,3,10.5
b'BF1orcrZTPLUOx-tRKcAGA',1,3,b'Cleveland',2.0,1,2.0
b'9mI2BHTu0at_JA3RA_AEeg',1,110,b'Cleveland',3.5,4,14.0
b'XBRCMc3rcvcRXrB3p-o9yA',1,95,b'Cleveland',4.0,4,16.0
b'ZUkF0syMMAF1rRiLK-J-Dg',1,5,b'Cleveland',2.5,1,2.5
b'ZeB9AUZ6pdZmpWQGSx8NKA',1,9,b'Cleveland',2.0,2,4.0
b'suIn6SJHBJaOVOOikpWNOg',1,3,b'Cleveland',3.0,1,3.0
b'm5t6Ork5uMHRvIlCmP6ULQ',1,14,b'Cleveland',3.0,2,6.0
b'1Mf0UInsuxMNfJjzy0rTBQ',1,30,b'Cleveland',1.0,3,3.0
b'Rjq4R_AsDNC8E52FPdZ28g',0,6,b'Cleveland',2.5,1,2.5
b'VbPPexfp8wa7Fjqp3tRDmw',0,10,b'Cleveland',4.0,2,8.0
b'OD2dbQTKN7FS01fHzZqqzA',1,292,b'Cleveland',4.0,4,16.0
b'Y1Nw27hk9C-xofNxO3TIRw',1,3,b'Cleveland',4.5,1,4.5
b'bK5nWi1oNs63utSlzmRUNg',1,57,b'Cleveland',4.0,4,16.0
b'tUjyGFSN8wQqLgKp5Q0CUA',1,102,b'Cleveland',4.0,4,16.0
b'g0APw_zhwwHoLjSlHEsTzw',1,12,b'Cleveland',2.5,2,5.0
b'gaX7uryTDU18sT5Az0pRxw',1,4,b'Cleveland',4.0,1,4.0
b'U-wZPV97TC3cAmIPyupwXA',1,12,b'Cleveland',3.5,2,7.0
b'bbnpPdoRymorHJLY2owBiQ',1,29,b'Cleveland',3.5,3,10.5
b'Jdqg97lLo_qJlCqU9RjIEA',1,7,b'Cleveland',3.5,2,7.0
b'sSb41sJghGm2nEkuzzJEBw',1,4,b'Cleveland',2.0,1,2.0
b'HPtTqirOkZArADg2FLr0eg',0,8,b'Cleveland',3.5,2,7.0
b'nI36UCs4cQUNxbMO5BxrUg',0,13,b'Cleveland',4.0,2,8.0
b'F2pfjAZ_3dMTGCKv6c5wOw',1,654,b'Cleveland',4.0,4,16.0
b'N5w41qCOYCxhmMX5C2XgUg',1,3,b'Cleveland',3.5,1,3.5
b'IHYqkS2xEZLBS5J9iez_lQ',1,3,b'Cleveland',2.5,1,2.5
b'se2a2QaJi8Yx_KjE1r-_sQ',0,17,b'Cleveland',2.0,2,4.0
b'wgrgeVG_UuxEeN18FHodIQ',0,3,b'Cleveland',4.0,1,4.0
b'1LbvFwxbLepIpDasI-Pshg',1,10,b'Cleveland',2.0,2,4.0
b'ajCLNse9PXoZniKna0S69Q',1,30,b'Cleveland',4.0,3,12.0
b'UeKaHOLZATrb1H-XW3AiFQ',0,12,b'Cleveland',4.0,2,8.0
b'yGoA3jHUWfRzx8c6BiF5Ng',0,4,b'Cleveland',4.0,1,4.0
b'gNER9lE1Ma9FLm9MBsvYgg',1,482,b'Cleveland',3.5,4,14.0
b'fxw_kCJJDSQDtY7QJ66Fog',0,16,b'Cleveland',4.5,2,9.0
b'cfsXuDfeSX24tInGNEoc2A',1,9,b'Cleveland',3.5,2,7.0
b'_Y13P59dGTpV7b8xKktLeQ',1,3,b'Cleveland',2.5,1,2.5
b'VodyCVoc3QUoEsi0rv0opg',1,32,b'Cleveland',4.5,3,13.5
b'Rt7gjrTceO86sCtnS8Td0g',1,45,b'Cleveland',4.5,3,13.5
b'XgUlUmrktr2Um2gczYeYpg',0,4,b'Cleveland',3.0,1,3.0
b'FKcj1DmDWsRO4aOQ6i_nWw',0,4,b'Cleveland',1.0,1,1.0
b'qfOSFYfT23CIya1KmD7EGw',1,48,b'Cleveland',3.5,3,10.5
b'EXIZwIxLoiPDJs-oKzgaKw',1,38,b'Cleveland',2.0,3,6.0
b'gstmQyich5ToZPBNhSthmw',0,15,b'Cleveland',3.0,2,6.0
b'8U8B2E4F7u53fkfpqkCIWw',1,8,b'Cleveland',2.5,2,5.0
b'xYx7VXbZUgMC2buFKiMBqQ',1,4,b'Cleveland',4.0,1,4.0
b'fg2nRepS0cS3xNfWYG7stA',1,3,b'Cleveland',3.5,1,3.5
b'ACfokx9YuO74JJgQnXXljg',1,3,b'Cleveland',3.5,1,3.5
b'OwXMxqxIy4YoprAjnoUoiA',1,4,b'Cleveland',3.5,1,3.5
b'y_Xi2V_0lGbCkRuiXLHUFA',0,4,b'Cleveland',2.5,1,2.5
b'GYHaejDRFdUgyRm8X_g8rg',1,22,b'Cleveland',4.0,3,12.0
b'9Hcu2bRtzHtj4jhJB7By8g',1,14,b'Cleveland',2.5,2,5.0
b'2VUhmFkIvARpEP9B5dZo9w',1,17,b'Cleveland',3.5,2,7.0
b'Vkz7c2EDh7ydELK8Za0obQ',1,4,b'Cleveland',4.0,1,4.0
b'KpKYl-rfvYLhUylIuNHg7A',0,4,b'Cleveland',3.0,1,3.0
b'qwkzD5_OjQ2eYv0EIKxV_g',1,6,b'Cleveland',3.5,1,3.5
b'BT7FeQ8VkpHrU9qihvGD3w',0,63,b'Cleveland',4.5,4,18.0
b'JtRKB_HJgpIHSduMSyyIkw',0,43,b'Cleveland',4.5,3,13.5
b'p8p6xfFWbxN070r5qt32Rw',1,23,b'Cleveland',4.5,3,13.5
b'0ZZIqTdEb7yUa13QZLKuGQ',0,71,b'Cleveland',4.0,4,16.0
b'ue7tVbfE3cRt14LELax2nw',1,4,b'Cleveland',5.0,1,5.0
b'aPnAEP8WzjJkxyAJ59GS8Q',1,61,b'Cleveland',4.5,4,18.0
b'UVaoufxuDXcXDvovuIIxyQ',1,4,b'Cleveland',5.0,1,5.0
b'cuYl-tgIioYVp619BlmokA',1,27,b'Cleveland',4.5,3,13.5
b'iWq6qeOnOS6CPmeDP9vyFQ',1,11,b'Cleveland',2.5,2,5.0
b'pW2j5fhlmuTrQ1egkKKLlg',1,7,b'Cleveland',4.0,2,8.0
b'5bonqFfEp6nQ7SgBPzN4Lw',1,4,b'Cleveland',2.0,1,2.0
b'NKMkvLWatV9v7zbMNS6D3g',1,25,b'Cleveland',4.5,3,13.5
b'VV4NAmS0KJ8A8xOcQnKB6A',1,42,b'Cleveland',3.0,3,9.0
b'UO39lBhCFsVRLRPY4Yq9mQ',1,12,b'Cleveland',4.0,2,8.0
b'mbk0WvEjeVXUEckUq5D1BQ',0,16,b'Cleveland',4.0,2,8.0
b'Aveg0GSyXhU8tTlH5Ior-A',1,35,b'Cleveland',4.0,3,12.0
b'PiQ11tDiQMxvFGbKZpbkSw',1,21,b'Cleveland',5.0,3,15.0
b'51kUjAGZLtDl1K3XV_UXxQ',1,26,b'Cleveland',3.5,3,10.5
b'VUOn9pztnaEX49Xfb_9L7A',1,62,b'Cleveland',3.5,4,14.0
b'xQo0O_EgcH2_yldW3lOt5Q',1,9,b'Cleveland',3.0,2,6.0
b'jhf5nALqdV208SjURLk6ig',1,3,b'Cleveland',3.5,1,3.5
b'1gQrMs-I8oKg2p-iRxznzQ',1,291,b'Cleveland',4.5,4,18.0
b'h39PkiW3Zt0N_syoRsKbGQ',1,51,b'Cleveland',3.5,4,14.0
b'LmwJ2QDLaxEjbvKZ2TXZgg',0,4,b'Cleveland',3.0,1,3.0
b'cM4a6iIM-VdILKMsPjOx5g',1,8,b'Cleveland',3.5,2,7.0
b'nWW6fBfBljiRFa4sG7TyxA',0,107,b'Cleveland',4.0,4,16.0
b'uLUjru9JVkI_qmFHCxYwAQ',1,13,b'Cleveland',3.0,2,6.0
b'EOBTIIbjfeLuTdXeFGsOTg',1,17,b'Cleveland',4.5,2,9.0
b'FutUAQPBfCeTmqytfDW1pA',1,49,b'Cleveland',2.5,4,10.0
b'UXXAzmuz2olKSpte9eF4Vw',1,39,b'Cleveland',4.0,3,12.0
b'jyAhu2jqSMBoeJi-KQ5lZw',1,6,b'Cleveland',3.0,1,3.0
b'CRSr30-6ZZnT29gV13_eqw',1,7,b'Cleveland',3.0,2,6.0
b'26CMx5t6_h5PWT4gcae4zw',1,27,b'Cleveland',4.5,3,13.5
b'5ynzVV_kayd5hfv5Kt6Vbg',1,65,b'Cleveland',3.0,4,12.0
b'cdsxkycC_xrXlOdsm5yZUw',1,22,b'Cleveland',3.0,3,9.0
b'H9THotfiu-UjFL44rpLjCw',1,28,b'Cleveland',4.0,3,12.0
b'EsE8KTPqAJ2MjJdmuAifRw',1,21,b'Cleveland',3.5,3,10.5
b'hiNArIsFnQXJHwtCglSJFw',1,11,b'Cleveland',2.5,2,5.0
b'cX2Nr_XmGYlMaBW35M0sUg',1,542,b'Cleveland',4.0,4,16.0
b'TKaND6oV1n2ylnCYoAfoag',1,139,b'Cleveland',4.5,4,18.0
b'WvunDFSs2hJrPHVFqB6Y1w',1,49,b'Cleveland',3.5,4,14.0
b'Sja9RHq7FpwDcmfzbGfIxQ',1,13,b'Cleveland',3.5,2,7.0
b'jhCcZgDhPh5oiPgOXYTkrg',1,62,b'Cleveland',4.0,4,16.0
b'_6Brh4UGrsnakkBKT1H_Qw',1,160,b'Cleveland',3.5,4,14.0
b'gk5zSldov0A3do1q8kLUDw',0,4,b'Cleveland',5.0,1,5.0
b'jH4EAEWiCYfiXyvtgPE1xg',1,5,b'Cleveland',5.0,1,5.0
b'ib8kSuDsmqLpbXuIs4KfKw',1,26,b'Cleveland',4.0,3,12.0
b'42rDLL6vNJ5w66Ccj6a5XQ',1,13,b'Cleveland',2.0,2,4.0
b'tNJgmbODR-N0qdPGy4Vsrw',1,109,b'Cleveland',3.5,4,14.0
b'xjQigsaN4wLSaZhqHsMiQA',1,5,b'Cleveland',3.0,1,3.0
b'tNw9uqfIzl247SfiZ-JBLw',0,6,b'Cleveland',4.0,1,4.0
b'6TMNUvxPfU6HnNMVa_Fv4Q',0,22,b'Cleveland',3.0,3,9.0
b'bbl8fr69OHrzbOFLeJ3kSw',0,8,b'Cleveland',3.5,2,7.0
b'EsjY-B1wh76hK6G6deH1hw',0,16,b'Cleveland',3.5,2,7.0
b'LnYkQ2Hjm-klqYJVgZ1cEQ',1,12,b'Cleveland',4.0,2,8.0
b'ZUvAR3I1uhC27zQFcRXumw',1,91,b'Cleveland',3.5,4,14.0
b'hc_x57UHPd3752vQj-2Oxg',1,4,b'Cleveland',4.0,1,4.0
b'QMpy9X4gqqqRY2QwG2kxVA',1,69,b'Cleveland',4.5,4,18.0
b'4pc7356HgsRdDwkHf2BVhg',0,3,b'Cleveland',5.0,1,5.0
b'ztG_sG9ugajX9crrzh0UyA',1,4,b'Cleveland',2.0,1,2.0
b'wnyMhlR5KCWkTCzQ1_gOUQ',0,92,b'Cleveland',4.0,4,16.0
b'98XJsz4hbDBxzowVUPC3lw',0,10,b'Cleveland',1.5,2,3.0
b'G6IR0pYAjqn6qOwdBBA4Wg',1,7,b'Cleveland',1.5,2,3.0
b'hTEVm9uOnR6L7hLAigNNAw',0,24,b'Cleveland',4.0,3,12.0
b'8yZ_nBgRC3CT1RFJC6KhXA',1,43,b'Cleveland',4.0,3,12.0
b'kyp6dmpiexaEhTBg7YpsSQ',1,7,b'Cleveland',4.0,2,8.0
b'IzEHkReZTds6ipOaCq2G6g',1,164,b'Cleveland',3.0,4,12.0
b'j4Ms51MtI4arORwaICNfCw',1,34,b'Cleveland',3.0,3,9.0
b'mBBsJUT6x-_Wr9qOy3TBxQ',1,3,b'Cleveland',2.5,1,2.5
b'SYOzI_Ooe-rXI3ZqCybwSQ',0,142,b'Cleveland',4.0,4,16.0
b'ygpvIw60wGri7cr3CA9Ipw',1,26,b'Cleveland',4.0,3,12.0
b'en2o4Y4kdDHIDc5P82EXBw',1,105,b'Cleveland',4.5,4,18.0
b'zhwqX2uk3XF_fwtwLj397A',0,9,b'Cleveland',3.5,2,7.0
