business_id,is_open,review_count,city,stars,review_scale,score
b'miiptVrDH-qHT4wmI-Lk8g',1,12,b'Madison',3.5,2,7.0
b'asAHqgKQtCWiBbC3XriSIQ',1,27,b'Madison',3.5,3,10.5
b'Thbnk3uDJ2PPCCluUdqfEg',0,9,b'Madison',3.5,1,3.5
b'wEisic-u9Yj543iYzfpAhw',1,156,b'Madison',4.0,4,16.0
b'RJNAeNA-209sctUO0dmwuA',1,1449,b'Madison',4.0,4,16.0
b'9D9VuQW6ysUacf63q-5pMA',1,6,b'Madison',4.0,1,4.0
b'2cetuQgbP1Bnzm-uMRlocQ',1,91,b'Madison',3.5,4,14.0
b'1ru9ZnIcSXKtD-jQoxLzNg',1,103,b'Madison',4.0,4,16.0
b'ffUMyqLvDLcsed5p_7wy5A',0,101,b'Madison',3.5,4,14.0
b'rKUyL4Bbgd_ipQI3F9i3tQ',0,5,b'Madison',4.0,1,4.0
b'MQb3PUxPJKYNQOY7g9bc_A',1,13,b'Madison',2.5,2,5.0
b'KYdtom3RyDt-3SWGwmJcQA',1,10,b'Madison',3.5,2,7.0
b'iFlr0eG_qH-cgXFhji7gbQ',1,147,b'Madison',3.5,4,14.0
b'tvESBMlJsaARw6hXoRCdjQ',1,3,b'Madison',1.0,1,1.0
b'M4f1JtOp03-gv8xR5JtV8Q',1,12,b'Madison',2.5,2,5.0
b'i7PG3pFaBLy9MHM_RYzKAw',1,35,b'Madison',4.0,3,12.0
b'qLYNdv7bgA7OOOKTxu0giA',1,70,b'Madison',4.5,4,18.0
b'HaRB76OqxMZ28snURM9tFw',0,20,b'Madison',4.0,2,8.0
b'DQMaUSbKsRtB5lJD3egqxQ',1,144,b'Madison',3.5,4,14.0
b'-jZ1TrvY56HFqmxjbpcU2A',1,156,b'Madison',3.5,4,14.0
b'KW5qy8mKBpgd2xL_5w7Mzg',1,19,b'Madison',2.5,2,5.0
b'vahVdHsH5HjThT0Sa2mThQ',1,27,b'Madison',3.5,3,10.5
b'n_EdZHrdiLSaO6IMr5RyWA',0,3,b'Madison',4.5,1,4.5
b'tnRZmWnVnq25S0Hd4h-L_A',0,8,b'Madison',2.5,1,2.5
b'hc81y_5FQjTiZcgqnY8vfQ',1,12,b'Madison',2.0,2,4.0
b'iy-t6CyVL2g38wPFY4ac4g',1,18,b'Madison',2.0,2,4.0
b'Qn2uD06olrxL_43_4G_Hqg',1,15,b'Madison',3.0,2,6.0
b'fqeHgAtcUxp2ocf_RLErkg',1,91,b'Madison',3.5,4,14.0
b'd6VYQbeTZ_WdD8Uuhh35dg',1,205,b'Madison',4.0,4,16.0
b'WoFTWkoOrciT0TEvRJcSTQ',1,30,b'Madison',2.5,3,7.5
b'ovB8CTMCU6RTB9xTrOT_kA',1,4,b'Madison',5.0,1,5.0
b'5iFHDkcYp2PRllPzq1Qe_g',0,9,b'Madison',3.5,1,3.5
b'1bYtt80iwckHNPJyIl4qQg',1,82,b'Madison',3.5,4,14.0
b'K7rmxZmtoE0_U_40459TLg',0,3,b'Madison',3.5,1,3.5
b'hisaMvsxMzo08xigPIwXiA',0,50,b'Madison',4.0,3,12.0
b'JE3SRhAGqZrAzs0gMm5cIA',1,24,b'Madison',4.0,2,8.0
b'E3zvCzX7gquT9srY4pUwLg',1,59,b'Madison',4.5,3,13.5
b'pUmECN5N94AQAe0DtptuYA',1,136,b'Madison',3.5,4,14.0
b'xhc-bSw2Cz2Inskzjve3Rg',0,30,b'Madison',4.0,3,12.0
b'HVpwpXneaCWMeEBF7H8jpQ',1,21,b'Madison',4.0,2,8.0
b'aYjZc-3aVbPIPaJgGiUK_A',0,179,b'Madison',4.0,4,16.0
b'3QkeQGsghxmtHyK2q1_xsQ',0,7,b'Madison',3.5,1,3.5
b'Rn9FfZqjIU1oy8XaST9qbw',1,56,b'Madison',4.5,3,13.5
b'rU9pDF4Ir0GlgEbx6cXSYA',0,3,b'Madison',4.5,1,4.5
b'ppyUsjr_baAojLKyAAO1uw',1,33,b'Madison',4.5,3,13.5
b'52bVodsCN1p_yT7_Y63xeg',0,13,b'Madison',3.5,2,7.0
b'lCWebOwMT2T5WKyA_xb8HA',1,8,b'Madison',3.0,1,3.0
b'WacrAWdXzZywkQU-u_Qf8w',1,7,b'Madison',3.0,1,3.0
b'oKYUMYQI7AkjCJdRsKlqtg',0,171,b'Madison',3.5,4,14.0
b'20mdLT6sAriyKs9oNouDDA',0,21,b'Madison',4.5,2,9.0
b'2vzUzl31fFLHKhM6px-rbg',1,61,b'Madison',3.5,3,10.5
b'C37hwsGUHn_3-il0ypeY-Q',1,178,b'Madison',4.0,4,16.0
b'1qVF1_pSuk88hrTek6bPeg',0,8,b'Madison',2.0,1,2.0
b'GrfaRLXBZ6uB9QGEd0ElFw',0,3,b'Madison',5.0,1,5.0
b'g3xzSAq_IcF1HeB7yd_LBg',1,96,b'Madison',3.5,4,14.0
b'XMEGoJVtQ6EgVox1yTsO8w',1,22,b'Madison',3.0,2,6.0
b'QI-CI9wWRxtw60_aQK1BpA',1,70,b'Madison',4.0,4,16.0
b'cprIQ1e2be5LD7jpPEyiSw',0,7,b'Madison',3.0,1,3.0
b'6keyv1LcbzdD8MCrRaA0nQ',1,57,b'Madison',2.5,3,7.5
b'aLf_bFRNxxGdte8GrIAN4g',1,29,b'Madison',4.0,3,12.0
b'CYFfha5CmApflbpN1AhWHQ',1,19,b'Madison',3.5,2,7.0
b'Aua2Vi32K-G4LE0JCtAwiw',1,10,b'Madison',1.5,2,3.0
b'oglIZt5mg2nErhpTH_AakQ',1,100,b'Madison',4.0,4,16.0
b'6HLacZd6X2tz16IP3dHMEA',1,20,b'Madison',4.0,2,8.0
b'Q3B6jCQQ0KtkqFI6-Z9WCw',1,3,b'Madison',2.5,1,2.5
b'NlzU1RxfXaWF6ir-ZWfrLg',1,8,b'Madison',3.5,1,3.5
b'1-wuGggkiX5rGS6e2qTP7Q',0,28,b'Madison',4.0,3,12.0
b'8S-JaDa1tPdAGaQPTUMjaw',1,4,b'Madison',3.5,1,3.5
b'V1MTfnI-1T7lqZO-Y_qXAg',1,3,b'Madison',4.0,1,4.0
b'22SabxkOHG2gD4VuVlQR5Q',0,7,b'Madison',2.5,1,2.5
b's-2MJj4o8SGOKGcNjmfx6g',1,11,b'Madison',4.0,2,8.0
b'44IAhkyHsBGMrggWm1HICw',0,7,b'Madison',4.0,1,4.0
b'IXXERocY1bqGwRllcy8J2w',0,191,b'Madison',4.0,4,16.0
b'aw5axrPRdJu56obiSZ4d8w',0,5,b'Madison',4.5,1,4.5
b'ShGGqJ0ugPw9N4yL7QlO-Q',1,14,b'Madison',2.5,2,5.0
b'uteI0OIVarN_qkmORgPPgg',0,68,b'Madison',4.0,3,12.0
b'OCytAjNw1jvhfEF7KU43GA',1,30,b'Madison',3.0,3,9.0
b'eZkD1yUKQA6mAfBJTJPD6w',1,6,b'Madison',2.5,1,2.5
b'b_PiGpk0PZyBpckb1TFITg',0,24,b'Madison',4.5,2,9.0
b'bGAweH0aQRfqNx59BIAOaA',0,15,b'Madison',3.0,2,6.0
b'Ff9YHvBxijzhdtYVQU09dQ',1,5,b'Madison',3.5,1,3.5
b'hgdJyNg58p1It_b7ElAxgw',0,3,b'Madison',4.5,1,4.5
b'zXb5pP4zMHvmusweYfr9TQ',1,7,b'Madison',2.5,1,2.5
b'LhU-XsZ2YObJnP-5uiMIjA',1,21,b'Madison',3.5,2,7.0
b'JfGnBe_IGDV0RZjAADp4yA',1,79,b'Madison',3.5,4,14.0
b'NpjFkuhBX-LU-hf_FnJzKg',0,11,b'Madison',3.5,2,7.0
b'QfWFxmXqRGixztgaZN0gOA',1,80,b'Madison',4.0,4,16.0
b'PVHC67qH2d6DonAGRxvymA',1,17,b'Madison',5.0,2,10.0
b'ygjJmeiGoO--QpTqJ_kZjA',0,94,b'Madison',3.0,4,12.0
b'tyo6QzKpnUVTjXoq91FBuQ',1,110,b'Madison',4.0,4,16.0
b'YpsMG1_Vf-rEVjl42Nw8hg',1,22,b'Madison',3.5,2,7.0
b'JEoi9ITPZM58EnZBAubijA',1,256,b'Madison',3.5,4,14.0
b'g0h7RSrFyNYbxWz5m8ScMQ',0,13,b'Madison',3.0,2,6.0
b'Lu11ceuxJWh3dgRaPZGbsQ',1,29,b'Madison',3.0,3,9.0
b'cjFFnWEVH4F62861vJeq3g',1,13,b'Madison',4.5,2,9.0
b'Iq1P8S3--gqd50xoQJxpqA',1,43,b'Madison',4.5,3,13.5
b'rmNTGiMG8NH31b88tUNNfw',1,69,b'Madison',3.5,3,10.5
b'qB5m-TgJx_zeWKLLxKRfUA',1,30,b'Madison',3.5,3,10.5
b'IsADZMYEJKXTtPfN9YsiBA',1,170,b'Madison',3.5,4,14.0
b'8iRfD5IizYki0F8QlAlL2g',1,66,b'Madison',3.0,3,9.0
b'cenEs8pZINlsu1fSpzHizQ',1,26,b'Madison',3.0,2,6.0
b'lFZathO8GnCiB7KtkeDsNQ',0,7,b'Madison',2.5,1,2.5
b'm9ZzN90XEU36YnoPIFzkmA',1,39,b'Madison',4.0,3,12.0
b'uTGV1_Bu-B26_RoHAMi2BQ',0,3,b'Madison',3.0,1,3.0
b'cTPdZ9Va0HCLESf5gNnXwA',1,176,b'Madison',3.5,4,14.0
b'UROWdKGa1IQ19Jk4tExvVQ',1,19,b'Madison',3.5,2,7.0
b'RMEzxhYfpnEsWlfozit_xw',1,236,b'Madison',4.0,4,16.0
b'YLqO9xm5s0KJ9JzWukAk8Q',1,94,b'Madison',4.0,4,16.0
b'OEXe9Rge71Ha3qLKGIK9gQ',1,23,b'Madison',3.0,2,6.0
b'wUqqq1nUFA8Fn-3vYYFyWQ',1,88,b'Madison',2.5,4,10.0
b'C12LKBQMjJJw02wqpM8ShA',0,20,b'Madison',3.0,2,6.0
b'U5pW5iuYdB_8NxEopCnpqQ',1,29,b'Madison',3.5,3,10.5
b'M7bDZslvnTlud8DfF-cjpg',1,4,b'Madison',3.0,1,3.0
b'WMpXWa8iiEaDzb4vLTZjcw',1,283,b'Madison',4.0,4,16.0
b'I-7JXoyVi-QpZJLbJMDrgg',1,19,b'Madison',2.5,2,5.0
b'jb6yNcKwUDsIQOLYmJCcyA',0,4,b'Madison',4.0,1,4.0
b'y2YHddCEO-OLukNppajGIQ',0,38,b'Madison',3.5,3,10.5
b'924Ni03Fjll4kkkTgSQTlg',1,65,b'Madison',4.0,3,12.0
b'YUjiBKnlvfLkjFmUCqZf6A',0,22,b'Madison',4.5,2,9.0
b'mQBYABs6w5h3BLcsxn1YuQ',0,9,b'Madison',2.5,1,2.5
b'zERyZLsAyB47bMZlfUV-SQ',1,70,b'Madison',3.5,4,14.0
b'kbJsnDn5GWNMC1XsXpJ5Rg',1,5,b'Madison',2.5,1,2.5
b'SH1c1aFJl0uHVnVPEF-fTA',0,8,b'Madison',3.5,1,3.5
b'opdNlNy2oGE2mxuS0SXR1Q',1,26,b'Madison',3.5,2,7.0
b'qkDlRkNfrXE_4t2vMrTo0A',1,146,b'Madison',3.0,4,12.0
b'6mnjYZM40r67smOXrg6R4g',1,45,b'Madison',3.0,3,9.0
b'd4JTF7OUIMpxpIHVl9wPJA',0,194,b'Madison',3.0,4,12.0
b'XXNGKunbVfgCJhp7XrkU_g',0,3,b'Madison',2.5,1,2.5
b'eI1n8YoS2xKCCpkLQp-CYA',1,172,b'Madison',3.5,4,14.0
b'mswIIlZm3ji6lLAjI3mKBQ',0,18,b'Madison',3.0,2,6.0
b'p4qvXkb34X8hgidxEZ33Gw',1,580,b'Madison',4.0,4,16.0
b'FlPAGqTovHc4mEIKJ7Q8Nw',1,163,b'Madison',4.0,4,16.0
b'I6iOdOeu3MxxuG6gIhzodQ',1,82,b'Madison',4.0,4,16.0
b'o-D37YVIe0-ravg2HBG8Jw',1,21,b'Madison',4.0,2,8.0
b'0qh5uSAUDcVzC6hoPsAPvA',1,54,b'Madison',4.0,3,12.0
b'A5tvf0CSH-QUnpyMI4m5ww',1,40,b'Madison',4.0,3,12.0
b'GfYzz2Dnnn0CqeDqROAKTQ',1,20,b'Madison',2.5,2,5.0
b'TAetQMOQ0MCHAZ4hacJrPQ',0,16,b'Madison',3.0,2,6.0
b'8Rydf8hXleCwbCN9nvmZ4Q',1,39,b'Madison',4.0,3,12.0
b'8VjuH2GhJXauUigEEX9Q7Q',1,18,b'Madison',4.5,2,9.0
b'ZCiKZMT1kce5Gxbwqcbrmw',1,27,b'Madison',3.5,3,10.5
b'cFxGP_IC4REtJspMNQ3vLg',1,43,b'Madison',3.5,3,10.5
b'cVPUJEJqjSR1oHjl2JPHqg',1,53,b'Madison',3.0,3,9.0
b'z2Etq4K6YwbV7P5ENVYEgg',1,3,b'Madison',3.5,1,3.5
b'Jv8Cj0fdN2Mu2uvFVKcGlw',1,63,b'Madison',3.0,3,9.0
b'4FdXVA-WxWwc5rmjRPJVnQ',1,4,b'Madison',1.0,1,1.0
b'SqkJxRXxn7K1s6FxEQhYsw',0,11,b'Madison',3.0,2,6.0
b'PLiVD2blqBDRzAAd1_RxxQ',1,62,b'Madison',4.0,3,12.0
b'OON-4BXdjJHdk16zhdN4PQ',1,55,b'Madison',4.0,3,12.0
b'MC32JA-Yv2ChT_q9TgHyRA',0,8,b'Madison',4.0,1,4.0
b'Fr3Dz0_fOSGBroXEUF9BiA',1,110,b'Madison',3.5,4,14.0
b'xd94CG9wqwLQvPsrSC1l9A',1,137,b'Madison',3.5,4,14.0
b'AVsiojwcq3X6lSIQkpp8SQ',1,31,b'Madison',3.0,3,9.0
b'ey27rNqT2dqBqCP36iCNpQ',1,92,b'Madison',3.5,4,14.0
b'ytX-rw4wwOgmzr1n5RuxpA',1,51,b'Madison',4.0,3,12.0
b'1BQzXcXFxR6MlVIYmG93kw',1,20,b'Madison',3.5,2,7.0
b'ozAb1TjLJqRH_3pb8TaPTw',1,54,b'Madison',3.5,3,10.5
b'n8tzdLv8oREwZF6e8u7Hkw',1,7,b'Madison',2.0,1,2.0
b'6_7_aSycZlRsfKENFiIi6g',1,20,b'Madison',4.0,2,8.0
b'07pQy9z_UNDihUdwrJfjyQ',1,3,b'Madison',5.0,1,5.0
b'D5XFDNEuLQoLbokLeznaOQ',1,5,b'Madison',4.0,1,4.0
b'Ylw5xdTfPN5L6Uhd54pzmA',1,3,b'Madison',2.0,1,2.0
b'keQlXWfz2K7GukqaReVyow',1,165,b'Madison',3.5,4,14.0
b'BF4RaOWyjLDa9OvriKc1sA',1,99,b'Madison',3.5,4,14.0
b'kz5UANVmPxpllcoLnZBNhg',1,99,b'Madison',3.5,4,14.0
b'_tJ1mf_KEL4sx5fh9DTtTw',1,10,b'Madison',2.0,2,4.0
b'dyJK_XniS782sIhzWS7z5g',1,33,b'Madison',4.0,3,12.0
b'kMn3BMwhyi_kG8pYRGqUtw',0,6,b'Madison',2.5,1,2.5
b'YHCseOJ93wJh0gBcii_2qA',1,16,b'Madison',4.0,2,8.0
b'rQl6EuSaEfFLJhMw9lR0xQ',1,19,b'Madison',4.5,2,9.0
b'khHxKm1_x6syS5W2LTX0lw',1,3,b'Madison',3.0,1,3.0
b'jux9zFaGcIRjrMIBaVJsHQ',1,7,b'Madison',3.0,1,3.0
b'jc8yrgtHvcNwdhc5HWGQ4A',1,6,b'Madison',3.5,1,3.5
b'MmilEd3oPSD2n6jvBnxd_Q',0,25,b'Madison',2.5,2,5.0
b'K75oPh837az2upKWPS2LUQ',1,350,b'Madison',4.5,4,18.0
b'zRPAUz1Y2pF9GAKyaGdBlw',1,28,b'Madison',4.5,3,13.5
b'rnCmWkRXSWNgwC6TYGxp5w',0,50,b'Madison',4.0,3,12.0
b'9ySFD8tMkeuTclyWfanI9w',0,22,b'Madison',3.5,2,7.0
b'6MkQ454ElyTcMrMLU3qm3g',1,5,b'Madison',2.5,1,2.5
b'KAhavksKQwKbMzZHiNOyOQ',0,37,b'Madison',3.5,3,10.5
b'YcRaEZaqXmrBjDYjGIHYvg',1,4,b'Madison',3.0,1,3.0
b'3Z4pcWY2xnyZumGmsoXIVA',1,35,b'Madison',4.5,3,13.5
b'aP2L6aSpQEIKAS1sx3G8Lw',1,47,b'Madison',4.0,3,12.0
b'JmXYTZcMZpcNINM5ldvEAw',1,117,b'Madison',4.5,4,18.0
b'dUtSIQouki34zUC2Se-NzA',0,4,b'Madison',3.5,1,3.5
b'C3R2BmF0YdyOIEd0jsqILA',0,23,b'Madison',2.5,2,5.0
b'6Z75MVEou08v513A8DUbpw',1,92,b'Madison',4.0,4,16.0
b'zY5Y1rYbS_6zrs1s5Ea2SA',1,4,b'Madison',1.5,1,1.5
b'DHiXfpd_vSfCCeFXPSucTA',0,135,b'Madison',4.5,4,18.0
b'nQNjtPpAHw0A8FZj1hPajQ',1,59,b'Madison',3.5,3,10.5
b'aPv_Hk2yh0A-AceqCuTO9A',1,12,b'Madison',4.0,2,8.0
b'UNPkYPoR-zPfnpTL6GVgzQ',1,6,b'Madison',3.5,1,3.5
b'FTo64sohiSRBRM9e9NzeAQ',1,35,b'Madison',4.0,3,12.0
b'o_nzVUVvwBYl3itDdzMddw',1,23,b'Madison',4.0,2,8.0
b'QwGV_v3s9eOMzfWrFLUf6A',1,87,b'Madison',3.5,4,14.0
b'8PCFk6ZKDm73Ag42C8XtGw',1,15,b'Madison',3.5,2,7.0
b'OoI3WUe4Xl86d53avy3oVA',1,339,b'Madison',4.5,4,18.0
b'4mYNxIZan0vuTqZ9BS7__w',1,14,b'Madison',3.5,2,7.0
b'zINKP9rtvo2IUKTZoYJUvQ',1,237,b'Madison',4.0,4,16.0
b'arWSu95pE-EV4bZRTd-lTQ',0,5,b'Madison',3.5,1,3.5
b'iiEjVLb4JDLE2xl8YGR-Gw',1,28,b'Madison',3.5,3,10.5
b'EvT9WywIVoi1p0GaoGteTg',1,6,b'Madison',2.5,1,2.5
b'VrE8b5u-ai47W__Diw_mKg',0,35,b'Madison',4.0,3,12.0
b'7oG9TB-SFG9Tpo3QvrYIUQ',1,12,b'Madison',4.5,2,9.0
b'_xcDTH9G4LDqADfpmok6SQ',1,4,b'Madison',2.0,1,2.0
b's44Pr0mXmAtxiRqz_m9CPA',1,27,b'Madison',4.0,3,12.0
b'E4HlcOykIxIDiJyUKO-eIg',1,20,b'Madison',2.5,2,5.0
b'V80NaT5ZnfuA31yW3Y5Pdg',1,23,b'Madison',5.0,2,10.0
b'6tTv835MSguUBDpDtVRvMA',1,94,b'Madison',4.0,4,16.0
b'P3pgWKV7j_ea-UqIaOnvvg',0,20,b'Madison',4.5,2,9.0
b'B0KLBjiTkR4gz-fYDYv13A',1,56,b'Madison',4.0,3,12.0
b'EWcCj1D3K1NnEgYD_LjgDQ',1,64,b'Madison',4.5,3,13.5
b'_VG3IAIbXdends4ATxlEiA',1,6,b'Madison',1.0,1,1.0
b'Ev142kLmV_ASI9iAl-KfKA',1,30,b'Madison',3.0,3,9.0
b'R-9gUTN8BJIDqGgzXEmq3Q',0,20,b'Madison',3.0,2,6.0
b'q7O9lH4PaBZj3FTIhRYnkQ',0,30,b'Madison',4.0,3,12.0
b'_n7WS5jqFs89WHOINineqg',1,79,b'Madison',4.5,4,18.0
b'X5valo7w5BVwFn4lZ2P3Sg',0,4,b'Madison',4.5,1,4.5
b'NDZAQuVpv_KZuSjKYpXf5Q',0,17,b'Madison',3.5,2,7.0
b'ubEa6XiMt6gOJ9xsUkbpEw',1,223,b'Madison',4.5,4,18.0
b'ow93ue9XJa0uesCmdnRhEw',1,16,b'Madison',4.0,2,8.0
b'MWYJl-bIxhtQ-4Kg3ENUxA',1,79,b'Madison',3.5,4,14.0
b'hNpUT1RRuE6rj-QvnZvVqQ',0,21,b'Madison',4.5,2,9.0
b'jDooRCbkYH74g5Tnw-SwrA',1,95,b'Madison',4.0,4,16.0
b'O2ZnBnTqw6Xi95ogL0hBEg',1,10,b'Madison',4.0,2,8.0
b'jE5lfHPvsuNCJijXWaPqTw',1,19,b'Madison',4.0,2,8.0
b'nJClfvVwSrr2uuo_y2wO4w',1,118,b'Madison',3.5,4,14.0
b'vR5Hppx__U_VXObK8VPLOw',1,245,b'Madison',4.5,4,18.0
b'8cUCAdu2gFBjdWDKWaetRQ',1,15,b'Madison',4.5,2,9.0
b'ZjMNad9hCvBJficJA0bFRQ',0,19,b'Madison',3.5,2,7.0
b'mtjvQctnZEB-c__x5LXCvA',1,27,b'Madison',3.5,3,10.5
b'kjV76iCWwQedixbRIvC9gQ',1,3,b'Madison',3.5,1,3.5
b'eRGTss9r2Et8s_1UiPBKOg',1,14,b'Madison',4.0,2,8.0
b'NrpgcAPTAtMNoW4O_G0rwQ',0,15,b'Madison',4.0,2,8.0
b'lzD08INl2DDUcDGHXsMkmA',0,5,b'Madison',4.5,1,4.5
b'cjKl-UhaBcqAMN-fPAlA_w',0,6,b'Madison',4.0,1,4.0
b'aRIZPbrHwnM04TTXLYrFMg',1,250,b'Madison',4.0,4,16.0
b'CFnO6hcjUAT7RoUdbGsEPQ',0,14,b'Madison',3.5,2,7.0
b'l40bwGID1swnFoX-PvmTEw',0,9,b'Madison',3.0,1,3.0
