b'lf-knzhWrrzumHIEoBntxg',33.5530966,-112.1357952,b'Phoenix',3.5,1.0,12
b'04Iq42i8lm50Lvdj1j3DCQ',33.5163421,-112.0822543,b'Phoenix',3.0,2.0,4
b'5l8S70308R_Osh3hm2zj3Q',33.79910981,-112.1309262,b'Phoenix',4.0,1.0,132
b'pxv5jBUOgsg6Rf6Z88e4mg',33.494594,-111.98934479999998,b'Phoenix',4.0,2.0,337
b'fbUKZMGNdzQbb3zksGlQXg',33.44602793,-112.030826,b'Phoenix',3.0,2.0,9
b'KZ9v7M1A5t6OMDghR64_5g',33.446778,-112.05671399999999,b'Phoenix',3.0,1.0,8
b'sU1sSEOHvd4ex72miOKMEQ',33.47380834,-111.98677590000001,b'Phoenix',3.5,1.0,25
b'a_E-rLe2zcyX-X4FKhWWRg',33.4662224,-112.11975520000001,b'Phoenix',2.5,2.0,8
b'cJjUslSTMtUU2lG8BKCX6A',33.30582456,-112.0536254,b'Phoenix',2.0,,4
b'01cFftHZc98jNJfJrLEJ5g',33.306664500000004,-111.9799023,b'Phoenix',4.5,2.0,148
b'iUbDIvZ0FuATXmnCkk0KeQ',33.5981674,-112.150726,b'Phoenix',3.0,1.0,6
b'opKWjqkJH2_cq_9t3r1RSw',33.6790374,-112.0300807,b'Phoenix',3.0,1.0,18
b'rZy_R2plYStLFyZR92WNZw',33.5674031,-112.1350865,b'Phoenix',3.0,1.0,7
b'jG46RAFm2kWshUIZ4HoJtg',33.6417888,-111.9947311,b'Phoenix',3.0,2.0,11
b'wMCpQoNfwX3B3KfJUfdwAg',33.462309000000005,-112.16900600000001,b'Phoenix',4.5,1.0,3
b'V1wBDq0zqq2dlyQvzD5PaA',33.449799,-112.07471399999999,b'Phoenix',3.5,2.0,7
b'EwldVuxL-KJaIxxi2FApNw',33.6842049,-112.1072844,b'Phoenix',3.0,1.0,18
b'-Ma5JqzuI_3xIAtpNJfQ2g',33.624816700000004,-112.1310047,b'Phoenix',4.0,2.0,170
b'Ysd8pj0sZpfPq0xNQd8fXA',33.450595,-112.029835,b'Phoenix',2.5,1.0,9
b'Qb1tuREKTsyVKO6DiDQXgg',33.7135776,-112.2023003,b'Phoenix',3.0,1.0,126
b'edskUGX_9FHCFnDG2ETKIw',33.65538152,-111.9268757,b'Phoenix',3.5,2.0,167
b'bbMJNMWjd7n2ztcE79ZwfQ',33.450865500000006,-112.0187997,b'Phoenix',1.5,,3
b'_Wcp-JfSzhjplX0J1Q_5OA',33.500981,-112.02764099999999,b'Phoenix',5.0,,6
b'BZhmsHFyyj_mKkBdPvIgAw',33.4069946,-111.98087,b'Phoenix',3.5,1.0,20
b'XWafv9_J7TUOO4PbEcIFJA',33.640258700000004,-112.0936145,b'Phoenix',4.0,1.0,25
b'w3-INmhtrrRQUTsNUshyDw',33.574153,-112.12409,b'Phoenix',4.0,1.0,5
b'IsIKU8ndr3aU5sFTb4LuPA',33.474169599999996,-112.0648051,b'Phoenix',3.5,2.0,33
b'vHJel2jZ5ojlXqIEOETJHw',33.523757,-112.10858300000001,b'Phoenix',2.5,1.0,14
b'ocXPQsWEpC0KF6tZezEBpA',33.55250405,-112.1347128,b'Phoenix',3.5,2.0,14
b'Bq0LXZcOrZdkeM4kCy31lw',33.55199684,-112.1365261,b'Phoenix',2.5,,3
b'N6TlJ00AYkwb5P4sOiR3Xw',33.4513855,-112.11653629999999,b'Phoenix',3.0,1.0,41
b'Gf-LNRph_6DML9SB7nkjtw',33.538913,-112.097523,b'Phoenix',3.5,1.0,96
b'eVNio5bnzrLPuebbgnKVzw',33.6397804,-112.15240290000001,b'Phoenix',2.5,1.0,31
b'mJHoOJH10A-cjtRdQCV6ow',33.4951559,-112.0629953,b'Phoenix',3.5,2.0,64
b'UmfpoTxp4QdgQvswf8YxXw',33.479886,-112.134721,b'Phoenix',5.0,1.0,14
b'B198jEItQSF7xQhRADUW6Q',33.476956,-111.986944,b'Phoenix',3.0,1.0,18
b'QnZ7YUoAJNP99oFkS9IpXw',33.60918092,-112.13315259999999,b'Phoenix',4.0,1.0,115
b'aL6HK8EBNMPUWm3zi8xtew',33.5669469,-112.09922649999999,b'Phoenix',2.0,1.0,9
b'AS0DHJWaQTw2C6M1u6nuuA',33.390618599999996,-112.1369049,b'Phoenix',2.5,1.0,8
b'sByhyN_S2FgNnPl5pqY0Ow',33.52437397,-112.14999809999999,b'Phoenix',4.0,1.0,52
b'CjQvM7br7cAhn6N8O8fdVA',33.678615,-111.97460659999999,b'Phoenix',3.0,2.0,4
b'8jHr3atzErzItizENMkpzQ',33.64001065,-112.0531537,b'Phoenix',2.0,1.0,9
b'gpjvSxIQZsgaEqmQ8RUqvw',33.5096101,-112.0257117,b'Phoenix',3.0,3.0,20
b'jaoIDcqPZVXwwSPXFRSC-Q',33.45825423,-112.0752206,b'Phoenix',4.0,2.0,40
b'f1aiuS43bRV1sqGTMlLRWQ',33.7135744,-112.2023261,b'Phoenix',3.5,2.0,9
b'OaCjJLSklg-YJ_WEqgCqRw',33.625251500000005,-112.13067350000001,b'Phoenix',4.0,2.0,4
b'xJ7UfCqbWHRB4vaIiy5PEw',33.5101265,-112.07228070000001,b'Phoenix',4.0,2.0,44
b'q-3Q3t3RS4qiW51fDIEvyQ',33.6394533,-112.08128400000001,b'Phoenix',2.5,2.0,88
b'BzChPcJYsg1guEhyDMgVxg',33.60266364,-111.98361090000002,b'Phoenix',3.5,1.0,10
b'teo01Ceud4v4BcaJcJ_67A',33.60374145,-111.98629950000002,b'Phoenix',4.0,2.0,75
b'GLVahCssTKPBY_06LzUGQA',33.61167699,-111.9984462,b'Phoenix',4.5,1.0,124
b'FUfhU3aUnzTycLjRvImZBg',33.4352284,-111.99782730000001,b'Phoenix',3.0,2.0,81
b'8F9C5vhDlYphBWELUgLkvQ',33.71127878,-112.111382,b'Phoenix',3.5,1.0,71
b'ftz3D_j4h_bEKcqwr9hEpg',33.4806456,-112.2210815,b'Phoenix',3.0,,8
b'UW0ZvqEj7laMZVHjcwwc1w',33.445362599999996,-112.06749609999999,b'Phoenix',2.5,2.0,6
b'H9ZYzsVPmjeV7lnQYx0MGg',33.5098255,-112.10942220000001,b'Phoenix',3.5,1.0,42
b'0U0odWV4aGw2k-bIUKhO2w',33.40692095,-112.0379489,b'Phoenix',4.0,2.0,18
b'sLKpRaFns5Uqw1IEzK6obA',33.495367699999996,-111.9940738,b'Phoenix',4.5,1.0,376
b'6UjC8B-WvhsuiTrIeVqHnA',33.4471501,-112.0733524,b'Phoenix',2.5,1.0,3
b'ZOpiqtjJlcC8-VctNHE8xg',33.6299055,-112.0312287,b'Phoenix',4.5,1.0,89
b'5OZS7Sz7oX6XBL7KZE0G1Q',33.4799381,-112.08089309999998,b'Phoenix',3.5,2.0,87
b'I_WWH2vYccjz-QxW3u1zJA',33.4815508,-112.21960690000002,b'Phoenix',3.0,1.0,56
b'N8uKQ5Vdb1LAh-qXT_25Rg',33.5105022,-112.0722487,b'Phoenix',4.0,2.0,792
b'pEFO_hU3DNA61XnIpVGkJQ',33.3193788,-111.97787509999999,b'Phoenix',3.5,1.0,87
b'mDiFWhywAziq9SKnj6am_Q',33.5763074,-112.06557600000001,b'Phoenix',4.0,2.0,162
b'aBmuthrQ7yP8cnbgkxU5Ug',33.4880275,-112.0299544,b'Phoenix',3.0,1.0,60
b'Gkhi0IkGAIls6YgXBSdZqQ',33.5829193,-112.09907150000001,b'Phoenix',4.0,1.0,9
b'lZ5rd3YxWTcCPJi45hvw7w',33.6677321,-112.1240663,b'Phoenix',3.0,2.0,57
b'tIOjJWfu4Dqz-FIzXHRvCg',33.52369428,-112.06437509999999,b'Phoenix',4.5,1.0,63
b'bP2TCP9CFqIdM0fCsqxHow',33.3910257,-112.13418200000001,b'Phoenix',3.0,1.0,4
b'ux6FCssPmLx5LrWzTHvxWg',33.43403731,-111.99436100000001,b'Phoenix',3.0,1.0,109
b'bX0xK2LM1Yz1Gbv0BGlIPA',33.3778998,-112.03654479999999,b'Phoenix',4.0,1.0,31
b'8Zqh2jwtncA3N4fWEMTvZQ',33.5763327,-112.06551200000001,b'Phoenix',4.0,2.0,735
b'VEM9ddboePvhvucd3jAbVQ',33.4806815,-111.98567379999999,b'Phoenix',2.5,1.0,23
b'S6TMBqrsi4PLRFoQFPScjQ',33.47014,-112.065474,b'Phoenix',4.5,2.0,693
b'9o8HYFPMcoBFCXdsS0AvEg',33.478015899999995,-112.25455900000001,b'Phoenix',4.0,,8
b'SuwhEmo9wE4Tis4i3Sg4Kw',33.676353999999996,-111.9736513,b'Phoenix',3.0,1.0,4
b'kP2wC0luve3mT5fcdrA3nQ',33.495343,-112.022973,b'Phoenix',4.0,2.0,168
b'3nEtb-rn9yW0ocC90geMKg',33.494997,-112.045639,b'Phoenix',2.5,2.0,18
b'KtByU3UDMR19himevLdzqg',33.4588655,-112.09107069999999,b'Phoenix',4.5,1.0,161
b'_MI20v3QRDrCVXgpzje-Ag',33.6919039,-112.0988342,b'Phoenix',5.0,1.0,83
b'NpozCEWra9PkYtxCtCPr6Q',33.43520148,-111.9974615,b'Phoenix',2.5,2.0,3
b'uyaBt65Vk_GhSm7dNSzfkA',33.4296382,-112.13179380000001,b'Phoenix',4.0,1.0,3
b'EIb85lCA6HMzxdsacYtjGA',33.3306785,-111.98148640000001,b'Phoenix',3.5,1.0,7
b'6nbmlMVmbifIjrEEbCaA6w',33.5527211,-112.1325882,b'Phoenix',4.5,1.0,264
b'_VHOD-pcrAZFKNinI7GCUQ',33.64022781,-112.0615946,b'Phoenix',3.5,2.0,14
b'IQ0LvtTwMKuJClfvOLKpZw',33.4954921,-112.04728850000001,b'Phoenix',3.5,3.0,12
b'2aVQu4wnptrFM_kxDhhPIg',33.442436900000004,-112.1814466,b'Phoenix',2.5,2.0,151
b'WwvSDgFkx3f0piozrdMxtQ',33.510206800000006,-112.02720409999999,b'Phoenix',3.0,2.0,45
b'1GoI8TV5ngDEqoTmDK6Iow',33.5112969,-112.0470727,b'Phoenix',3.5,2.0,152
b'77FYW55qBiRAMZRxdIKApA',33.5670624,-112.0734489,b'Phoenix',3.0,1.0,8
b'lsTDUrYbsLHrEEkwOEZanA',33.639934000000004,-112.068172,b'Phoenix',2.0,2.0,60
b'Kh8Ctqf7z4S6OJ9F7EsVpA',33.480668,-112.2225187,b'Phoenix',2.0,1.0,9
b'osVODz4p1KPslQU4cuU1sg',33.538019399999996,-112.0640735,b'Phoenix',4.0,1.0,3
b'3C5Z9homtzkWHouH2BHXYQ',33.48774674,-112.06566470000001,b'Phoenix',4.0,2.0,1092
b'FMOtcUcyMj4gaLiI6CdjVw',33.65573359,-111.92932009999998,b'Phoenix',3.0,1.0,25
b'yDIpp2a3J9b0sgUNsTgAhA',33.470194,-112.07489299999999,b'Phoenix',4.0,1.0,8
b'cI7k9zqs_pl3byUDE4cpdA',33.524830800000004,-112.04800159999998,b'Phoenix',3.0,2.0,96
b'2jx_SaBzvIdIwul4JoY9IA',33.392382399999995,-111.9802861,b'Phoenix',3.5,1.0,44
b'aYlZVqlqf8QRd9EW0iRC4w',33.480391,-111.978627,b'Phoenix',3.0,1.0,30
b'aJGwNNWwM19OuvAvK4AKZQ',33.449188,-112.0772,b'Phoenix',4.0,1.0,8
b'hH8002bWtOFYtLgarFZBsg',33.5745287,-112.11630840000001,b'Phoenix',4.5,2.0,294
b'HYBgmHPJSNVelYo6BfdHdQ',33.511433399999994,-112.0685027,b'Phoenix',2.0,1.0,16
b'FgSFHWxlSDCbmSKmzKCYog',33.510311,-112.01556000000001,b'Phoenix',3.5,2.0,6
b'2a2E-Ev1TLw8PP_2auwuIg',33.3050646,-111.99858619999999,b'Phoenix',3.0,2.0,25
b'xzlJ6hhfDSEF0d6ebSKRAg',33.45312,-112.0845699,b'Phoenix',4.5,3.0,3
b'qQCsLGMncJp1xWUGnOKCQA',33.58347834,-112.01345590000001,b'Phoenix',4.0,2.0,597
b'xhXZYjdlV_f7eklYZs5vcQ',33.4955743,-112.01222390000001,b'Phoenix',4.0,1.0,25
b'yyOuY5jf_O-BNtLGPnV0gw',33.461403000000004,-112.18451200000001,b'Phoenix',1.5,1.0,4
b'e2DH7QQssuGqwLltAI5pEg',33.507108,-112.0307845,b'Phoenix',4.5,1.0,13
b'DE_ctc1KSo7937A-kVBsEQ',33.49526579,-111.9920479,b'Phoenix',3.5,1.0,53
b'7cK9uEV09iPmsTqOqmY3kQ',33.50205325,-111.99578020000001,b'Phoenix',4.5,2.0,743
b'F6rZDgYtqfjs9sQC6bv81w',33.4808928,-112.0177308,b'Phoenix',4.5,2.0,29
b'JdSF_NucmJZcl1eNlNXZ0Q',33.4234013,-112.0473703,b'Phoenix',4.5,1.0,18
b'fT6Uwl6abRQfiNgxre_qbg',33.50980204,-112.0610866,b'Phoenix',4.0,2.0,946
b'hEnk2705PElURhKwgV4yaw',33.56858406,-112.1513021,b'Phoenix',3.0,2.0,15
b't7qvPH0G30w6xX5Q4lf8Jw',33.34816019,-111.98292260000001,b'Phoenix',3.5,1.0,84
b'h6neYN7OZVt9_ok2bAx6BA',33.56885001,-112.1181473,b'Phoenix',2.5,1.0,44
b'GWva6TXiI4ZYejGTx4gqiQ',33.6556844,-111.93002790000001,b'Phoenix',3.5,2.0,86
b'833FaNxWNM_IZanawr1nFQ',33.492651,-112.100274,b'Phoenix',4.0,,4
b'dk4Pp6kCZ-17Rf4A5n6dIQ',33.4663026,-112.07217779999999,b'Phoenix',2.0,,6
b'uD7ninjOe7UxI_7-JVQ3dg',33.450993100000005,-112.1234473,b'Phoenix',3.0,1.0,16
b'6ATqm_JXesXAdKKjeuQj7w',33.4800535,-111.96203909999998,b'Phoenix',3.5,2.0,3
b'UE3AvVnaPEBPneVahYT2eA',33.655566,-111.92641,b'Phoenix',4.0,2.0,835
b'0jDvRJS-z9zdMgOUXgr6rA',33.6834068,-112.0847655,b'Phoenix',5.0,2.0,27
b'B1jlDEUrVyPgR4vOMnaiKQ',33.4360502,-111.994973,b'Phoenix',2.0,2.0,22
b'scKsrUZvS6Po4hk6Khm9bg',33.6011167,-111.9834389,b'Phoenix',3.5,1.0,9
b'C14bjKs2rJhRDnKu7ZSSIg',33.487608,-112.082516,b'Phoenix',2.5,2.0,19
b'HJEaoW2OUTeZuQcygYUpqQ',33.43107227,-112.0646051,b'Phoenix',4.0,1.0,10
b'o6s39LHk5pxz9KM9ySgHjA',33.378424100000004,-112.02912309999999,b'Phoenix',1.5,1.0,36
b'YhdWKWt3sx6YgMIILfh_Xw',33.653966100000005,-112.13237679999999,b'Phoenix',3.5,1.0,15
b'T30RkAqYAtljfapSghHA1Q',33.4363825,-112.09834140000001,b'Phoenix',4.0,1.0,4
b'RhSi82sDhswGF3MyxCpkUg',33.5378928,-112.0551005,b'Phoenix',4.0,2.0,10
b'47JJtwt6vhyYa5Z-mAFv7A',33.4713,-112.064761,b'Phoenix',4.0,2.0,75
b'GQaOgUdJOVoEzMaKODD8Hg',33.5837159,-112.13356200000001,b'Phoenix',4.0,1.0,116
b'htgL0zTIAekQpaWVBQcCWA',33.45775555,-112.067231,b'Phoenix',4.0,1.0,55
b'eVsO9Bx4-fty-uTzWdZKHg',33.4298792,-112.0821418,b'Phoenix',3.0,1.0,7
b'0jaD7X39dXE8DxJYIaxSDg',33.58145639,-112.123098,b'Phoenix',3.5,1.0,37
b'n9mxpYKigTM6llGAChlAng',33.4768219,-112.22023700000001,b'Phoenix',1.0,2.0,6
b'q6xbgvr921AQswzVQ3QA-w',33.580437100000005,-112.01338090000002,b'Phoenix',4.0,2.0,45
b'KJvZluqXwIa3H_Glq907vA',33.4657203,-112.09112420000001,b'Phoenix',3.5,1.0,5
b'NbQHD6DVge3n-UvfYYNE_g',33.539478100000004,-112.064706,b'Phoenix',1.5,1.0,19
b'Hbz1hcWjiUyIaN5dV1sNcQ',33.5818256,-112.12415619999999,b'Phoenix',4.5,1.0,10
b'pjpUOlJLlkIxBZ5BquA2PA',33.4558709,-112.07228319999999,b'Phoenix',4.5,2.0,598
b'48IAxa7b8mdl9FqHE8jlbA',33.5856509,-112.01374340000001,b'Phoenix',4.5,1.0,40
b'q2PUogtjncgsNn-pLzw5HQ',33.5657646,-112.06475060000001,b'Phoenix',1.5,1.0,18
b'dgX1n9SuzAGuHEVCW5QoPA',33.406672,-111.994336,b'Phoenix',3.0,1.0,11
b'Tl7V8AztDY8s6Jr8yJNKcw',33.448491100000005,-112.0744277,b'Phoenix',4.0,1.0,41
b'F-PmkzyN80fVcNMN8Z2aiw',33.583444899999996,-111.97701869999999,b'Phoenix',3.5,2.0,258
b'ept9mIlqGIsemr6w0RczaA',33.459014,-112.077468,b'Phoenix',3.5,2.0,331
b'BbKzwc11qLEzX_euOmRn6A',33.65762279999999,-111.92827220000001,b'Phoenix',4.0,2.0,6
b'utIA0LyQmwP-9DRyxUe6qQ',33.50820395,-112.03703300000001,b'Phoenix',4.0,2.0,1082
b'jspgVJaiyobeUq6EMhmO-w',33.4800312,-112.02834140000002,b'Phoenix',3.5,2.0,78
b'0MVUQtakauK3qKqfIcQWiQ',33.63157272,-112.01393130000001,b'Phoenix',3.5,1.0,41
b'2g4ZTD3ePNSbDAvh6qAOKQ',33.5708402,-112.06565239999999,b'Phoenix',4.5,1.0,591
b'lbYpsLbIXxU86KPNj8AOgQ',33.52459315,-112.04714809999999,b'Phoenix',3.0,1.0,94
b'Pwl45nZjCvDCBVIsI-iG1g',33.4819405,-112.18572579999999,b'Phoenix',3.0,2.0,11
b'JrWDbaSUYVBuTeELOWmRCQ',33.436309,-112.012022,b'Phoenix',2.0,,5
b'muX4qU5C3EgKIHdXjy0UsQ',33.320424800000005,-111.97970190000001,b'Phoenix',4.5,2.0,28
b'af4CYXhh5Bz6eDxit7gAcA',33.676353999999996,-111.9736513,b'Phoenix',3.0,3.0,13
b'JrEMvvNR1rUVkAMvPPZYkg',33.6384005,-111.9795246,b'Phoenix',4.5,2.0,307
b'gaVbK3SlRnOAWWVyyu3SVA',33.52812,-112.06469009999998,b'Phoenix',4.0,1.0,51
b'8lyBCij_sojtwWAlB40n8w',33.4886863,-112.08241000000001,b'Phoenix',3.5,1.0,7
b'NdXgEnEpHrP74L1oZtdsBQ',33.37860646,-112.03062890000001,b'Phoenix',2.0,2.0,33
b'-Iu6EwsbZQZY8HTBN853Iw',33.5368504,-112.099065,b'Phoenix',3.5,1.0,11
b'w8U_VWX5Xu0DFZiAyDFblg',33.49391312,-112.2893746,b'Phoenix',4.0,1.0,8
b'1LdvubOnn7Uf_xDpc5JcMA',33.640558,-112.093723,b'Phoenix',3.0,1.0,3
b'fseN-tYwcbjtYm7DjjEjLw',33.6399591,-111.97826620000001,b'Phoenix',3.5,1.0,77
b'5qdMR7QOcDtxAr92SCuYbA',33.4951711,-112.08213319999999,b'Phoenix',4.5,2.0,5
b'xZhNZb01n9b4e2X7bZdoVQ',33.4874748,-112.0830342,b'Phoenix',4.0,1.0,513
