,business_id,is_open,categories,review_count,city,stars,review_scale,score
48934,b'rLq_OTbzcGay1PHqriDVqw',1,"['Event Planning & Services', 'Caterers', 'Sandwiches', 'Restaurants', 'Salad']",3,b'Toronto',4.0,1,4.0
29758,b'-zH9u-R0pGpHbrr0G9sMyg',1,"['American (Traditional)', 'Breakfast & Brunch', 'Restaurants']",3,b'Toronto',1.5,1,1.5
35992,b'5WFCJrMFnewv2ocK5L6DAg',1,"['Fast Food', 'Food', 'Restaurants', 'Specialty Food']",3,b'Toronto',3.5,1,3.5
48987,b'O9oZX-DyYhWaJC8GvtJyeA',1,"['Fast Food', 'Coffee & Tea', 'Restaurants', 'Burgers', 'Food']",3,b'Toronto',2.0,1,2.0
44737,b'_U9_mzobQzDQygH50NoxUw',1,"['Indian', 'Restaurants']",3,b'Toronto',3.5,1,3.5
5641,b'wlNdRx1F_wV--XhFKOsRmg',1,"['Restaurants', 'Fast Food']",3,b'Toronto',2.5,1,2.5
22755,b'nWbBiQCJD6GJScCGqKqSYA',1,"['Mexican', 'Restaurants']",3,b'Toronto',2.5,1,2.5
29795,b'UMDqQdGB4uEmbdVDZ0cqEg',1,"['Fast Food', 'Burgers', 'Restaurants']",3,b'Toronto',3.5,1,3.5
17570,b'p6mnPa2-__9ttPTIfecc0Q',1,"['Food', 'Sandwiches', 'Fast Food', 'Restaurants', 'Delicatessen']",3,b'Toronto',2.5,1,2.5
17585,b'zd6mwM53f1E5OG4sPzP74Q',1,"['Restaurants', 'Food Court', 'Cantonese', 'Chinese']",3,b'Toronto',4.5,1,4.5
49174,b'OMWHA7yVjk1epDnC5Ohg4w',1,"['Sandwiches', 'Food', 'Restaurants', 'Fast Food']",3,b'Toronto',1.5,1,1.5
29699,b'sOTtZWyDG0VG5IxIXwIQpA',1,"['Diners', 'Restaurants']",3,b'Toronto',3.5,1,3.5
49708,b'DGPo_cIF9fHkfgYQkxhiMQ',1,"['Greek', 'Restaurants']",3,b'Toronto',2.5,1,2.5
13444,b'1R1fDdhOAW3rSk-eQdp7Tg',1,"['Tax Services', 'Financial Services', 'Accountants', 'Restaurants', 'Professional Services', 'Pizza']",3,b'Toronto',2.0,1,2.0
10778,b'DuDZ4FZ_UxGQ-3GPuk8iJw',1,"['Restaurants', 'Indian', 'Fast Food']",3,b'Toronto',1.5,1,1.5
50283,b'83FpEL18pfKyr1Rx1tj5ug',1,"['Canadian (New)', 'Burgers', 'Restaurants']",3,b'Toronto',4.5,1,4.5
35400,b'RBoVv3PVw3sAA-IfIF0d7Q',1,"['Beer', 'Wine & Spirits', 'Restaurants', 'Food', 'Coffee & Tea']",3,b'Toronto',4.5,1,4.5
35362,b'UHG4qz2wv_CrltSdCLVg-A',1,"['Italian', 'Restaurants', 'Pizza']",3,b'Toronto',4.0,1,4.0
50357,b'0RI5iyFuxO_QPcmsV8Dl2w',1,"['Fast Food', 'Restaurants']",3,b'Toronto',2.0,1,2.0
13326,b'p2f4wSD_3Ua_j-uTsS6Zvw',1,"['Restaurants', 'Bars', 'Nightlife', 'Greek', 'Lounges']",3,b'Toronto',2.5,1,2.5
28373,b'bPDfUbhr5Jab_fPTNTn9oQ',1,"['Organic Stores', 'Breakfast & Brunch', 'Food', 'Cafes', 'Juice Bars & Smoothies', 'Restaurants', 'Internet Cafes']",3,b'Toronto',5.0,1,5.0
9156,b'MjsZIPXYhaMvo7jumJBW0A',1,"['Restaurants', 'Caribbean']",3,b'Toronto',4.0,1,4.0
17889,b'G1XEyjiV7QThOgSrHaDcRg',1,"['Sandwiches', 'Restaurants', 'Ice Cream & Frozen Yogurt', 'Food']",3,b'Toronto',4.5,1,4.5
40563,b'H-OLwUTkdygFDS9IJGUKLA',1,"['Restaurants', 'Food', 'Ice Cream & Frozen Yogurt', 'Burgers']",3,b'Toronto',3.5,1,3.5
4871,b'oIsGEgWtz6aUVSLZvvcowA',1,"['Buffets', 'Food', 'Restaurants']",3,b'Toronto',4.0,1,4.0
50503,b'vOdY5xomz8nNX756zNYQxQ',1,"['Taiwanese', 'Coffee & Tea', 'Food', 'Restaurants']",3,b'Toronto',2.5,1,2.5
13285,b'5KHvSQ9D85ZfBiTXQig4bg',1,"['Cafes', 'Coffee & Tea', 'Food', 'Restaurants']",3,b'Toronto',4.0,1,4.0
5852,b'OqWno48bQEYMCUxnMTSa6A',1,"['Restaurants', 'Fast Food']",3,b'Toronto',3.5,1,3.5
35093,b'YosCsvRg4fNCdNQ6DrREqw',1,"['Restaurants', 'Cafes']",3,b'Toronto',3.5,1,3.5
38189,b'6BpELbqMVHEuQEH8ooZZxw',1,"['Restaurants', 'Sandwiches', 'Salad']",3,b'Toronto',5.0,1,5.0
30512,b'6yhhRjPaBMhUye8QWxslzA',1,"['Restaurants', 'Italian']",3,b'Toronto',4.5,1,4.5
38242,b'8OyEa0ArJe8r9CDAFmCUWg',1,"['Burgers', 'Restaurants']",3,b'Toronto',2.5,1,2.5
21858,b'ZPI1t-WcZruILq7OQYnZHg',1,"['Juice Bars & Smoothies', 'Tea Rooms', 'Food', 'Asian Fusion', 'Restaurants', 'Coffee & Tea']",3,b'Toronto',4.5,1,4.5
35053,b'vlLM5FWRWu8uds-5y52y4Q',1,"['Korean', 'Restaurants']",3,b'Toronto',1.5,1,1.5
21856,b'iFWgJ0zmVJ27IeyHcdm1kw',1,"['Fast Food', 'Burgers', 'Pizza', 'Restaurants', 'Chicken Wings']",3,b'Toronto',5.0,1,5.0
8119,b'tFDdPju7scd9hiKzMV7fWg',1,"['Korean', 'Restaurants']",3,b'Toronto',2.5,1,2.5
49733,b'pQ-hX4E04DKH_buP_MByUg',1,"['Italian', 'Restaurants', 'Chicken Wings', 'Pizza']",3,b'Toronto',1.5,1,1.5
50239,b'hMWrLOX5bpg4l8VdCbNYsw',1,"['Restaurants', 'Chicken Wings', 'Southern', 'Fast Food']",3,b'Toronto',5.0,1,5.0
2632,b'nYm1RyJVbQOYHWhePzmmdw',1,"['Restaurants', 'Food Stands']",3,b'Toronto',2.5,1,2.5
49760,b'R39q-GVgLaEIh2Ce8PQGDQ',1,"['Pizza', 'Food', 'Restaurants']",3,b'Toronto',1.5,1,1.5
10653,b'd6O0I9dwf19VyEsrtXbUXw',1,"['Restaurants', 'Thai', 'Asian Fusion']",3,b'Toronto',3.5,1,3.5
2879,b'4alx3rj8cMMR2nK7mlf4QQ',1,"['Greek', 'Restaurants', 'Mediterranean']",3,b'Toronto',3.5,1,3.5
17784,b'gteA1_bDN-spzeiJmaBizg',1,"['Canadian (New)', 'Barbeque', 'Bars', 'Restaurants', 'Nightlife']",3,b'Toronto',3.0,1,3.0
25336,b'-g4CC11SsaLYeQ5mjRxSfw',1,"['Food', 'Cafes', 'Vegetarian', 'Restaurants', 'Coffee & Tea', 'Farmers Market', 'Vegan']",3,b'Toronto',3.5,1,3.5
49828,b'aEj74jHPbM3LN-p_DSyMDw',1,"['Breakfast & Brunch', 'Food', 'Coffee & Tea', 'Restaurants', 'Cafes']",3,b'Toronto',3.0,1,3.0
17794,b'Rq9sShky3e9itcncUfqD0A',1,"['Cafes', 'Restaurants']",3,b'Toronto',2.5,1,2.5
25343,b'0k-3oy0FXPR2JU9PP-Gucg',1,"['Food', 'Breakfast & Brunch', 'Restaurants', 'Coffee & Tea', 'Sandwiches']",3,b'Toronto',4.5,1,4.5
30111,b'90kBvyG0CgTBSvXHv2Da-g',1,"['Thai', 'Restaurants', 'Fast Food', 'Food Court']",3,b'Toronto',4.5,1,4.5
50024,b'B_eq-9vINgR0m1PwgUp5aw',1,"['Restaurants', 'Nightlife', 'Italian']",3,b'Toronto',3.0,1,3.0
41283,b'1RFIVcZYV77tGIwVVGGClw',1,"['Cafes', 'Restaurants', 'Food', 'Bakeries']",3,b'Toronto',4.5,1,4.5
2772,b'y9yeMK6N0UINVECI3Ijz3Q',1,"['Restaurants', 'Hot Dogs']",3,b'Toronto',4.0,1,4.0
44341,b'UQW34W90XPb5nCGBDVQPVA',1,"['Pizza', 'Restaurants']",3,b'Toronto',2.5,1,2.5
21984,b'PkeaeQS8aJTeS8PS_Hl_-g',1,"['Cheesesteaks', 'Sandwiches', 'Restaurants']",3,b'Toronto',3.0,1,3.0
21940,b'Koofpyww8Y-H9O7vw8mapQ',1,"['Restaurants', 'Chinese', 'Dim Sum']",3,b'Toronto',3.0,1,3.0
2717,b'zKODqGL1qtieUwYlKn_uIw',1,"['Salad', 'Restaurants', 'Food', 'Coffee & Tea', 'Breakfast & Brunch']",3,b'Toronto',4.0,1,4.0
44328,b'GdtufwkV4ctdhPsmb3ZCLA',1,"['Restaurants', 'Korean']",3,b'Toronto',4.5,1,4.5
50138,b'PREGU-o21vxhIgJ8W942sQ',1,"['Portuguese', 'Restaurants']",3,b'Toronto',3.5,1,3.5
28405,b'MlKNIbEM-JL9WesSdwf_Lg',1,"['Mexican', 'Restaurants']",3,b'Toronto',2.0,1,2.0
10752,b'oG8JRklfrpXq_bP0hH6BGA',1,"['Sandwiches', 'Restaurants', 'Salad', 'Fast Food']",3,b'Toronto',2.5,1,2.5
35461,b'uD1dQcPeYIkAPqjzQ79MrQ',1,"['Bars', 'Karaoke', 'Nightlife', 'Irish', 'Restaurants', 'Arts & Entertainment', 'Canadian (New)', 'Music Venues']",3,b'Toronto',1.0,1,1.0
14417,b'LtPyB3XcPUqrXAJ4qK9o0g',1,"['Restaurants', 'Caribbean']",3,b'Toronto',3.5,1,3.5
24983,b'Xtkm095And0gdPQjUGB5iA',1,"['Restaurants', 'Portuguese']",3,b'Toronto',2.5,1,2.5
9251,b'eKxr0FVXo4KDCGMFfQtqfg',1,"['Restaurants', 'Sandwiches', 'Breakfast & Brunch', 'Middle Eastern', 'Fast Food']",3,b'Toronto',1.5,1,1.5
24856,b'-4uT6QFVaRtc2Zmxvtd9Vg',1,"['Fast Food', 'Restaurants', 'Barbeque']",3,b'Toronto',4.5,1,4.5
4611,b'IyrwvRwiwsKCiiKoxbHeFA',1,"['Indian', 'Restaurants']",3,b'Toronto',1.0,1,1.0
46728,b'xbCLTxUYvm1ZMzBYtKEq4w',1,"['Restaurants', 'Modern European']",3,b'Toronto',4.5,1,4.5
23997,b'atNuup_649IY1B1L1vTkow',1,"['Sandwiches', 'Restaurants']",3,b'Toronto',2.0,1,2.0
46791,b'hmxygurO6EHHl_JLZGddLA',1,"['Japanese', 'Restaurants', 'Sushi Bars']",3,b'Toronto',3.5,1,3.5
14027,b'Te6UyOa7LUbAHc9aQwtliw',1,"['Desserts', 'Restaurants', 'Food', 'Cafes', 'Juice Bars & Smoothies', 'Coffee & Tea', 'Bubble Tea']",3,b'Toronto',3.5,1,3.5
16744,b'rIT-2aXUkBFeDBHjAz24Vw',1,"['Pizza', 'Chicken Wings', 'Sandwiches', 'Restaurants']",3,b'Toronto',3.5,1,3.5
46887,b'lbdW9Ex2xjYbVJaHgWwe7A',1,"['Chinese', 'Restaurants']",3,b'Toronto',1.5,1,1.5
9727,b'zwMg7Qey7suZIw31S3jKmA',1,"['Sri Lankan', 'Restaurants', 'Indian']",3,b'Toronto',4.5,1,4.5
23933,b'fGbP45JCPckM0hA1O_l6Dw',1,"['Fast Food', 'Burgers', 'Restaurants']",3,b'Toronto',3.0,1,3.0
47114,b'OAmRh1fSiTgtR1e0D4JsVQ',1,"['Event Planning & Services', 'Caterers', 'Restaurants', 'Indian']",3,b'Toronto',3.0,1,3.0
47132,b'2YUPCtZkuoGQ4wBn8ncV_w',1,"['Restaurants', 'Sushi Bars', 'Food', 'Specialty Food', 'Kosher', 'Ethnic Food', 'Imported Food']",3,b'Toronto',3.5,1,3.5
29073,b'hhZmClwVLDPrbhmg3o2Srw',1,"['Restaurants', 'Latin American', 'Colombian']",3,b'Toronto',3.0,1,3.0
47146,b'vlh_e6Ftu2MyS0K-e-wdYA',1,"['Pizza', 'Chicken Wings', 'Fast Food', 'Restaurants', 'Halal', 'Burgers']",3,b'Toronto',4.0,1,4.0
4383,b'lJpcz-Hv71kbk7bkhZz7FA',1,"['Fast Food', 'Restaurants', 'Food', 'Chicken Shop']",3,b'Toronto',2.5,1,2.5
23925,b'fGhdqf7rkSuW7UxJeyZiTw',1,"['Restaurants', 'Breakfast & Brunch', 'Diners']",3,b'Toronto',2.5,1,2.5
37356,b'4ZRd3oBKR6z1Fk4C25aD-A',1,"['Thai', 'Restaurants']",3,b'Toronto',3.5,1,3.5
4352,b'HNlawtaYv1E4zJlW-q2XdQ',1,"['Restaurants', 'Middle Eastern']",3,b'Toronto',2.5,1,2.5
47312,b'HH1IiNq7lKh_oUP21F4i5g',1,"['Breakfast & Brunch', 'Local Flavor', 'Restaurants']",3,b'Toronto',4.5,1,4.5
45821,b'l_uAw0K2lkOsyVJATcnwsA',1,"['Chinese', 'Restaurants', 'Ramen', 'Japanese', 'Hot Pot']",3,b'Toronto',2.5,1,2.5
7413,b'd9A5lhFHOBvEw-BxSYnWOA',1,"['Korean', 'Restaurants']",3,b'Toronto',4.0,1,4.0
40264,b'EmYQiAEpd6vvxEv8o-QYog',1,"['Restaurants', 'Cajun/Creole']",3,b'Toronto',1.5,1,1.5
8280,b'hmXrKXhcD2n2s6fmb2wRFg',1,"['Buffets', 'Restaurants', 'Peruvian']",3,b'Toronto',4.0,1,4.0
5179,b'8rpkIPlk3gHGR2sULZbJAA',1,"['Restaurants', 'Chinese']",3,b'Toronto',2.5,1,2.5
46712,b'_k-pqsaVgvCfeMJ4AiMaZQ',1,"['Tours', 'Comfort Food', 'Korean', 'Food Tours', 'Hotels & Travel', 'Walking Tours', 'Restaurants']",3,b'Toronto',5.0,1,5.0
16760,b'gegbz51Fr8510u0AYdr3WQ',1,"['Chicken Wings', 'Restaurants']",3,b'Toronto',2.5,1,2.5
24394,b'CISwejdbG96MIv1nndQ3Ng',1,"['Mexican', 'Sandwiches', 'Restaurants']",3,b'Toronto',4.0,1,4.0
46181,b'_1pJGqX6zwElaiaKGjvQ4A',1,"['Event Planning & Services', 'Restaurants', 'Gluten-Free', 'Caterers', 'Caribbean']",3,b'Toronto',4.5,1,4.5
27578,b'o730cceIPsCPmYAps0okww',1,"['Karaoke', 'Dance Clubs', 'Filipino', 'Restaurants', 'Bars', 'Nightlife']",3,b'Toronto',1.5,1,1.5
15308,b'3MGBjyl6zMdIx5idpgDciQ',1,"['Food', 'Taiwanese', 'Tea Rooms', 'Coffee & Tea', 'Restaurants']",3,b'Toronto',2.0,1,2.0
16810,b'HklY0J-tU96wqk5ER4_KJw',1,"['Restaurants', 'Mediterranean']",3,b'Toronto',3.0,1,3.0
28855,b'Sy9XPnOgEr7PemrYPWB7yw',1,"['Bagels', 'Salad', 'Sandwiches', 'Restaurants', 'Food', 'Fast Food']",3,b'Toronto',2.0,1,2.0
16826,b'fKmxQe2HPANmWkFiMMyF7w',1,"['Salad', 'Fast Food', 'Restaurants', 'Gluten-Free', 'Sandwiches']",3,b'Toronto',3.5,1,3.5
28843,b'_2ql5K9XZDk0lYiEgdmlLg',1,['Restaurants'],3,b'Toronto',2.5,1,2.5
24297,b'hO7kziifftiIViRK8dFoKA',1,"['Food', 'Breakfast & Brunch', 'Bagels', 'Restaurants', 'Bakeries']",3,b'Toronto',4.5,1,4.5
27500,b'MR30dpSf2h4sScoSA8tI5A',1,"['Restaurants', 'Pizza']",3,b'Toronto',1.5,1,1.5
41492,b'aT5CYd3G43b2hpzNeM2vgA',1,"['Sandwiches', 'Restaurants']",3,b'Toronto',2.5,1,2.5
24259,b'-hnHJQWo2ijb77Yqm6EnOA',1,"['Discount Store', 'Restaurants', 'Shopping', 'French']",3,b'Toronto',4.0,1,4.0
46005,b'K6Sz97iDUXYW6GkpIhjbSg',1,"['Cafes', 'Restaurants', 'Food', 'Coffee & Tea']",3,b'Toronto',2.5,1,2.5
24429,b'acxuvz6Dbs0d33gJzZX7zg',1,"['Restaurants', 'Vegetarian']",3,b'Toronto',3.5,1,3.5
9637,b'Onnk1dC98D8w7g4UXoXxLQ',1,"['Chicken Wings', 'Food', 'Restaurants', 'Fast Food']",3,b'Toronto',1.5,1,1.5
4704,b'GwbKZhWqzZE4C_K1prXbAA',1,"['Caribbean', 'Restaurants', 'Soul Food']",3,b'Toronto',3.0,1,3.0
45993,b'owyqzFdNleiX7_ic6KSqkg',1,"['Filipino', 'Specialty Food', 'Restaurants', 'Bakeries', 'Food']",3,b'Toronto',4.5,1,4.5
46626,b'BZInFfFFCne6n3zmzg8zzA',1,"['Restaurants', 'Bakeries', 'Sandwiches', 'Food', 'Coffee & Tea']",3,b'Toronto',2.5,1,2.5
16942,b'sRnakAK2_JgjMlOszxqo_g',1,"['Bars', 'Lounges', 'Restaurants', 'Nightlife']",3,b'Toronto',1.0,1,1.0
4997,b'G2Ti46pDBxMjI7-1-JPjHQ',1,"['Food', 'Restaurants', 'Burgers']",3,b'Toronto',3.5,1,3.5
37516,b'A6aktZiodqq8b3Nl_ghZ1w',1,"['Restaurants', 'Sandwiches', 'Fast Food']",3,b'Toronto',3.5,1,3.5
28755,b'03XOAwrGH-a1BgLmrmv9RQ',1,"['Restaurants', 'African']",3,b'Toronto',5.0,1,5.0
14265,b'kHKGaaK4yAOT1End-XS65g',1,"['Chinese', 'Restaurants']",3,b'Toronto',3.5,1,3.5
37804,b'EwoQiXlVP868y7j2lP46vQ',1,"['Nightlife', 'Juice Bars & Smoothies', 'Restaurants', 'Food', 'Bars']",3,b'Toronto',5.0,1,5.0
23798,b'aCA3j7cYs8JZFF0ExSfqEg',1,"['Restaurants', 'Italian', 'Pizza']",3,b'Toronto',4.5,1,4.5
23357,b'2Z3F0G9UXDsX0fRU9BDoqA',1,"['Restaurants', 'Fast Food', 'Burgers']",3,b'Toronto',1.5,1,1.5
36363,b'LWGPEGEa3Oj8avn4nkyXbg',1,"['Nightlife', 'Restaurants', 'Bars', 'Middle Eastern', 'Cafes']",3,b'Toronto',3.5,1,3.5
23345,b's5uf2Rzd36XXJXlWYIb40g',1,"['Asian Fusion', 'Restaurants', 'Kosher', 'Chinese']",3,b'Toronto',2.5,1,2.5
27064,b'tAVO-XCHGm9LJWlp9Yxmhw',1,"['Restaurants', 'Soup']",3,b'Toronto',1.5,1,1.5
36252,b'imQhuHcfewuq88_EmyRrfQ',1,"['Sandwiches', 'Restaurants']",3,b'Toronto',1.5,1,1.5
10101,b'nLXct_W_9NPUOtCm-46ZlQ',1,"['Restaurants', 'Sushi Bars']",3,b'Toronto',4.0,1,4.0
17337,b'fdelVLQp8hQfs7s9XAm38Q',1,"['Food', 'Sushi Bars', 'Hawaiian', 'Asian Fusion', 'Restaurants', 'Poke']",3,b'Toronto',1.5,1,1.5
48369,b'Mfpm24XLazC4iKVC3og-cQ',1,"['Food', 'Restaurants', 'Fast Food', 'Sandwiches']",3,b'Toronto',4.5,1,4.5
22997,b'zbFzi7nhWnha2pezrLSIug',1,"['Caterers', 'Restaurants', 'Event Planning & Services', 'Vegetarian']",3,b'Toronto',3.5,1,3.5
48553,b'FzhOeO3CCQ3EUsuIUwh41g',1,"['Canadian (New)', 'Lounges', 'Bars', 'Restaurants', 'Nightlife']",3,b'Toronto',2.5,1,2.5
36196,b'PLby3di7FpKKIgQP2gBSZQ',1,"['Chinese', 'Restaurants', 'Fast Food']",3,b'Toronto',4.0,1,4.0
37994,b'Qwm70aImivq8HopQH5QX7g',1,"['Pizza', 'Restaurants']",3,b'Toronto',2.5,1,2.5
29661,b'eQ7qWMbitwwuquILXYDXlw',1,"['Salad', 'Sandwiches', 'Restaurants']",3,b'Toronto',3.5,1,3.5
5484,b'VDhLScy4FneNi9LcVOg-aQ',1,"['Afghan', 'Restaurants', 'Middle Eastern']",3,b'Toronto',5.0,1,5.0
13711,b'OKK5OAWQaJ0Rz56pT5TcjA',1,"['Restaurants', 'Vegetarian', 'Sandwiches']",3,b'Toronto',3.5,1,3.5
48565,b'AXOvlcEKQKtttJBklX74xA',1,"['Chinese', 'Restaurants']",3,b'Toronto',2.0,1,2.0
17394,b'hwAGo16Q9kY-C9RkGyzJNQ',1,"['Nightlife', 'Art Galleries', 'Venues & Event Spaces', 'Arts & Entertainment', 'Music Venues', 'Event Planning & Services', 'Cafes', 'Restaurants', 'Shopping']",3,b'Toronto',2.5,1,2.5
9276,b'evWd8FifWdKDuDXzMcaasw',1,"['Sandwiches', 'Fast Food', 'Restaurants']",3,b'Toronto',2.0,1,2.0
22872,b'SZuroTnXB7FwOlHp8Jahyg',1,"['Indian', 'Restaurants']",3,b'Toronto',4.5,1,4.5
28406,b'OKcWglzK8JaFxfNGjq8yGw',1,"['Chinese', 'Restaurants']",3,b'Toronto',4.0,1,4.0
48625,b'nmt9VR8LubDsJDT7QTE3bQ',1,"['Canadian (New)', 'Home & Garden', 'Shopping', 'Restaurants']",3,b'Toronto',2.0,1,2.0
17220,b'yBLXALxMzP_759HWSP4VKA',1,"['Mediterranean', 'Restaurants', 'Kebab', 'Middle Eastern']",3,b'Toronto',4.5,1,4.5
23573,b'b9twNz1ZacfBIiYFrOoPuw',1,"['Restaurants', 'Pizza']",3,b'Toronto',2.5,1,2.5
16557,b'FduOLezzT4jWWArKcJ3K0w',1,"['Pizza', 'Sandwiches', 'Restaurants', 'Fast Food']",3,b'Toronto',1.0,1,1.0
48117,b'0K-XQZRh_56WCky5REiHmQ',1,"['Restaurants', 'Nightlife', 'Lounges', 'Bars', 'Sports Bars', 'Caribbean']",3,b'Toronto',3.5,1,3.5
28621,b'ci4y1hlswh2ZWBNzySJKxQ',1,"['Italian', 'Restaurants', 'Chicken Wings', 'Pizza']",3,b'Toronto',2.5,1,2.5
37848,b'_r7ot4X9IWFsmHeRPrGNRg',1,"['Restaurants', 'Live/Raw Food', 'Salad', 'Food', 'Juice Bars & Smoothies']",3,b'Toronto',3.5,1,3.5
37859,b'Lij0OcvPD4LAnmklHQpDCg',1,"['Chinese', 'Restaurants']",3,b'Toronto',1.5,1,1.5
23694,b'59qzz4Fz4EHcG3zuzdsh2Q',1,"['Restaurants', 'Cafes']",3,b'Toronto',3.0,1,3.0
