,business_id,is_open,categories,review_count,city,stars,review_scale,score
10496,b'tYRXT7VdchMAvOUU01emMA',1,"['Chinese', 'Restaurants']",3,b'Phoenix',2.5,1,2.5
48419,b'i01GMZM2u02SrMT6WGJJ4g',1,"['Restaurants', 'Mexican', 'Tapas Bars', 'Seafood']",3,b'Phoenix',3.5,1,3.5
5282,b'plnZTiH4rmzsjuALAzouNw',1,"['Restaurants', 'Fast Food', 'Burgers']",3,b'Phoenix',2.5,1,2.5
40310,b'5cFGfnrVgmK-jqQWlq1Xrg',1,"['Restaurants', 'Italian', 'Pizza']",3,b'Phoenix',1.0,1,1.0
51369,b'5VK7tIINe1JS5syW-o4H8g',1,"['Home Services', 'Food', 'Restaurants', 'Real Estate', 'Pizza', 'Apartments']",3,b'Phoenix',1.0,1,1.0
22655,b'xePudDnTVh8CART_p0nlxQ',1,"['Food', 'Food Trucks', 'Restaurants']",3,b'Phoenix',4.5,1,4.5
43476,b'rUgLG2CzPi26e6cMUjk4kA',1,"['Food', 'Caterers', 'Food Trucks', 'Party & Event Planning', 'Hot Dogs', 'Event Planning & Services', 'Food Stands', 'Restaurants', 'Burgers']",3,b'Phoenix',5.0,1,5.0
12647,b'dC2Uku3Q41gSTjc2WnZZAA',1,"['Italian', 'Restaurants', 'Sandwiches', 'Chicken Wings', 'Pizza']",3,b'Phoenix',1.0,1,1.0
43799,b'2RuvkPdXF_PZI9UT0YfM1w',1,"['Restaurants', 'American (Traditional)']",3,b'Phoenix',2.5,1,2.5
21326,b'dgtPyWPSFiINs6GJZjS4Cg',1,"['Chinese', 'Restaurants']",3,b'Phoenix',2.5,1,2.5
31524,b'EFKx9EkhhcNCigMN9Cr05g',1,"['Restaurants', 'Fast Food', 'Sandwiches']",3,b'Phoenix',3.5,1,3.5
31560,b'QNx8JaWjmMUaKDY-tQrXhQ',1,"['Fast Food', 'Restaurants']",3,b'Phoenix',2.5,1,2.5
2621,b'xzlJ6hhfDSEF0d6ebSKRAg',1,"['Food Trucks', 'Restaurants', 'Hawaiian', 'Shaved Ice', 'Korean', 'Japanese', 'Food']",3,b'Phoenix',4.5,1,4.5
12864,b'e8e3eXloyNaVkkDZ6nDXMA',1,"['Restaurants', 'Soul Food']",3,b'Phoenix',4.5,1,4.5
20795,b'3ByGQOVgds2YEu6kzl-XEQ',1,"['Sports Bars', 'Nightlife', 'American (Traditional)', 'Restaurants', 'Bars']",3,b'Phoenix',2.5,1,2.5
12933,b'ecSkjwRS0Fn5NMkp-XwFuA',1,"['Barbeque', 'American (New)', 'Food Stands', 'Restaurants', 'Hot Dogs']",3,b'Phoenix',5.0,1,5.0
4340,b'anNJCzaHEGruOM9txX1SFQ',1,"['Sandwiches', 'Food', 'Burgers', 'Juice Bars & Smoothies', 'Restaurants']",3,b'Phoenix',2.5,1,2.5
20551,b'WeYwoqzhYNJYXGJ32Pb5wQ',1,"['Restaurants', 'Pizza']",3,b'Phoenix',2.5,1,2.5
52032,b'RJETnHYxNV_2iPWDesBFRA',1,"['Salad', 'Mexican', 'American (Traditional)', 'Restaurants']",3,b'Phoenix',3.0,1,3.0
23571,b'PfF1y2H7J5QxeQkwr_91xA',1,"['Fast Food', 'Juice Bars & Smoothies', 'Sandwiches', 'Restaurants', 'Food']",3,b'Phoenix',1.5,1,1.5
20522,b'9QgkfSUUY5bq0rO7sAq0cA',1,"['Fast Food', 'Chinese', 'Restaurants']",3,b'Phoenix',2.5,1,2.5
2301,b'uyaBt65Vk_GhSm7dNSzfkA',1,"['Mexican', 'Restaurants']",3,b'Phoenix',4.0,1,4.0
2296,b'NpozCEWra9PkYtxCtCPr6Q',1,"['Nightlife', 'Bars', 'American (Traditional)', 'Airport Lounges', 'Restaurants']",3,b'Phoenix',2.5,1,2.5
41776,b'LGji5xMcbBROPiip4mu_LQ',1,"['Restaurants', 'Delis', 'Caterers', 'Wraps', 'Event Planning & Services', 'Sandwiches']",3,b'Phoenix',3.5,1,3.5
13258,b'-Bo1rsE6Mfn0wdqnIj3GSA',1,"['Mexican', 'Food', 'Street Vendors', 'Restaurants', 'Tacos']",3,b'Phoenix',4.5,1,4.5
23736,b'_cRDDAasE-4584eXN_5Ecw',1,"['Tex-Mex', 'Restaurants', 'Mexican', 'Fast Food']",3,b'Phoenix',2.5,1,2.5
20120,b'2nbibYLTR96Nr2nk-1spdw',1,"['Restaurants', 'Fast Food']",3,b'Phoenix',3.5,1,3.5
13553,b'NsbcCa8_i0RQjXLhpeLixw',1,"['Fast Food', 'Restaurants', 'Sandwiches']",3,b'Phoenix',1.5,1,1.5
1999,b'6UjC8B-WvhsuiTrIeVqHnA',1,"['Sandwiches', 'Fast Food', 'Restaurants', 'Food']",3,b'Phoenix',2.5,1,2.5
40226,b'LZi4Lp09bKdyXOCAvwF9BQ',1,"['Food', 'Restaurants', 'Mexican', 'Street Vendors', 'Hot Dogs', 'Food Trucks']",3,b'Phoenix',5.0,1,5.0
11963,b'D9R7jF8OhyGsXLzAeCTK0g',1,"['Moroccan', 'Mediterranean', 'Middle Eastern', 'Food Trucks', 'Greek', 'Lebanese', 'Restaurants', 'Food']",3,b'Phoenix',5.0,1,5.0
48922,b'nFPhaD8dn0URgLhqL3sPpQ',1,"['American (Traditional)', 'Restaurants']",3,b'Phoenix',3.0,1,3.0
35180,b'7A6eDE4E3GzFao8BjeM9yA',1,"['Burgers', 'Hot Dogs', 'Restaurants', 'Fast Food']",3,b'Phoenix',3.0,1,3.0
45366,b'bltn4FTcuRJY5IfiIIDINw',1,"['Sandwiches', 'Fast Food', 'Restaurants']",3,b'Phoenix',1.5,1,1.5
53989,b'-ktGd4cMY0V91Ihq4VQPJQ',1,"['Cafes', 'Restaurants']",3,b'Phoenix',2.5,1,2.5
7098,b'dRb2Xq8jorJV6tDCgmaQUg',1,"['Restaurants', 'Pizza']",3,b'Phoenix',2.5,1,2.5
39141,b'rqAZ3EyUVqxG0x6eD1Zw3Q',1,"['Desserts', 'Popcorn Shops', 'Event Planning & Services', 'Food Trucks', 'Arts & Entertainment', 'Food Stands', 'Shaved Ice', 'Street Vendors', 'Restaurants', 'Caterers', 'Stadiums & Arenas', 'Food', 'Specialty Food']",3,b'Phoenix',3.5,1,3.5
43024,b'XaMhnNJqHlYdjky-zgHG_Q',1,"['Cafeteria', 'Food', 'Restaurants']",3,b'Phoenix',2.5,1,2.5
47001,b'-UXH_mn5SLip3MMiaGM69g',1,"['Restaurants', 'Mexican', 'Latin American', 'Tacos']",3,b'Phoenix',5.0,1,5.0
36762,b'4dZ1OXJFADBrgN1850WGRQ',1,"['Caterers', 'Restaurants', 'Food Trucks', 'Event Planning & Services', 'Food Stands', 'Food', 'Coffee & Tea']",3,b'Phoenix',5.0,1,5.0
484,b'aRRV_ZbRiD65SIi7vAY-iA',1,"['Restaurants', 'Indian', 'Pakistani']",3,b'Phoenix',1.0,1,1.0
45650,b'cLeH08WoBoozrRco89i9Nw',1,"['American (New)', 'Restaurants']",3,b'Phoenix',4.5,1,4.5
46861,b'pZb0fDbnSaZtyxrUHtbLSQ',1,['Restaurants'],3,b'Phoenix',4.5,1,4.5
8618,b'-OmQXmGomWfJNi449Uh99g',1,"['Restaurants', 'Mexican']",3,b'Phoenix',1.0,1,1.0
7663,b'0vYwOmTitx-Qas-jjW3nYg',1,"['Drugstores', 'Restaurants', 'Shopping', 'Automotive', 'Gas Stations', 'Fast Food']",3,b'Phoenix',4.5,1,4.5
334,b'Yar8jR2a1XA2JuRKfmNDcw',1,"['Restaurants', 'Greek', 'Mediterranean', 'Food', 'Bakeries']",3,b'Phoenix',5.0,1,5.0
46690,b'dMnaB67cC4AIWtQvnbYjTQ',1,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']",3,b'Phoenix',1.5,1,1.5
8603,b'AzXrAHkynCzlZVKF7-1uXw',1,"['Buffets', 'Restaurants']",3,b'Phoenix',2.5,1,2.5
27010,b'58j4YMBUIctk33EkK6M6RQ',1,"['Street Vendors', 'Restaurants', 'Food Trucks', 'Food', 'Mexican']",3,b'Phoenix',4.5,1,4.5
7843,b'k8gsrz7gunXPYlOvDfJNBg',1,"['Restaurants', 'Mexican']",3,b'Phoenix',2.5,1,2.5
16044,b'6hfvVrOMmYapWGS1PN0b2w',1,"['American (New)', 'Restaurants']",3,b'Phoenix',2.0,1,2.0
16043,b'pT6TCNUSRdswUZ8wQ5JEpA',1,"['Restaurants', 'Barbeque']",3,b'Phoenix',2.5,1,2.5
14893,b'7kH3cdKFaanW_m5vURWeWw',1,"['Restaurants', 'Sandwiches', 'Fast Food']",3,b'Phoenix',3.5,1,3.5
46262,b'PepLYiTk-2j6Nb8JFVT9gQ',1,"['Restaurants', 'Pizza']",3,b'Phoenix',2.0,1,2.0
26850,b'BRSm3aYdTbvc3TakfinHCg',1,"['Restaurants', 'Pizza']",3,b'Phoenix',4.5,1,4.5
38028,b'DbDnkoaPM_znq_2j2CXrQQ',1,"['Fast Food', 'Restaurants']",3,b'Phoenix',1.0,1,1.0
695,b'Lvr6DdVkFI8IMGfRvUcXQA',1,"['Pizza', 'Restaurants']",3,b'Phoenix',1.0,1,1.0
27565,b'w6JuMJTyLB7vwDqBvtMiTQ',1,"['Restaurants', 'Food Trucks', 'Food', 'Pizza']",3,b'Phoenix',4.5,1,4.5
30607,b'h1j2bxYuFKkTMZcxqmlxGQ',1,"['Restaurants', 'Mexican']",3,b'Phoenix',2.5,1,2.5
39572,b'DQgYOeUB5Rh48w9quLQErA',1,"['Cajun/Creole', 'Convenience Stores', 'Restaurants', 'Chicken Shop', 'Food']",3,b'Phoenix',3.5,1,3.5
35278,b'YH9jx2vlDBD47qTBoCvkoA',1,"['Restaurants', 'Vegan', 'Food Trucks', 'Food']",3,b'Phoenix',5.0,1,5.0
28243,b'wqfoHSoMYvANu9_Vz7GJzg',1,"['Restaurants', 'Fast Food', 'Sandwiches']",3,b'Phoenix',2.5,1,2.5
27950,b'XgFm1Q3GLohmXMpeQUmgpA',1,"['Cafes', 'Restaurants']",3,b'Phoenix',3.0,1,3.0
35724,b'FHV_6wEvwXOFQOxxoE9A_w',1,"['Restaurants', 'Burgers']",3,b'Phoenix',1.5,1,1.5
25434,b'yWMpjE_3SSv3QfJxJ_H-4g',1,"['Restaurants', 'Fast Food']",3,b'Phoenix',3.0,1,3.0
53893,b'aX2yKumIlyMLbDvA4dVbHA',1,"['Restaurants', 'Mexican']",3,b'Phoenix',4.5,1,4.5
18179,b'UhP-yXtTi8HsQ6_7aQ7UlA',1,"['Restaurants', 'Cafes']",3,b'Phoenix',1.5,1,1.5
8963,b'Z3L06hS8FCJpfEMZXX0udA',1,"['Restaurants', 'Shopping', 'Home & Garden', 'Mexican', 'Furniture Stores']",3,b'Phoenix',4.5,1,4.5
9029,b'ZZn2sUiOBJZqPZyD8Gkf_g',1,"['Restaurants', 'Food Trucks', 'Food', 'Mexican', 'Hot Dogs']",3,b'Phoenix',4.0,1,4.0
42345,b's7QogEr22M2VclZ3jO789g',1,"['Middle Eastern', 'Restaurants']",3,b'Phoenix',2.5,1,2.5
25523,b'7XvmghjpF4lwigeY1En1_A',1,"['Mexican', 'Seafood', 'Restaurants']",3,b'Phoenix',1.5,1,1.5
31988,b'GiLsPCxl7k-PAUS6svOQVQ',1,"['Restaurants', 'Fish & Chips']",4,b'Phoenix',3.0,1,3.0
38007,b'z3Y-jz_2V2XJ4kgcCVXpcA',1,"['Burgers', 'Restaurants']",4,b'Phoenix',2.0,1,2.0
10036,b'c7JoAt6a3Ufkpn3TrGU23A',1,"['Restaurants', 'Mexican']",4,b'Phoenix',3.0,1,3.0
12854,b'JcsZvx-4yovFgCXOfd6KMg',1,"['Restaurants', 'Sandwiches']",4,b'Phoenix',3.0,1,3.0
50729,b'jom1Jo6Uufn64Rz6payYSg',1,"['Mexican', 'Fast Food', 'Restaurants', 'Tex-Mex']",4,b'Phoenix',3.0,1,3.0
20934,b'sV03liLOhDfPft1u3XSR9A',1,"['Mediterranean', 'Restaurants']",4,b'Phoenix',4.0,1,4.0
12811,b'LEWWOa9E-98t4arAxzA8EA',1,"['Tex-Mex', 'Mexican', 'Fast Food', 'Restaurants']",4,b'Phoenix',3.0,1,3.0
5407,b'fms8iKzj1PedYhJbMTvYQQ',1,"['Restaurants', 'Middle Eastern']",4,b'Phoenix',3.0,1,3.0
4285,b'7xp3zCEMWtGKQUD_YNbUhw',1,"['Restaurants', 'Sandwiches', 'Fast Food']",4,b'Phoenix',3.5,1,3.5
43787,b'PtQsrkpKmRBVRmWjax6eKQ',1,"['Restaurants', 'Mexican']",4,b'Phoenix',5.0,1,5.0
3781,b'71gXwJhn1Mdcdk-W9f98ag',1,"['Event Planning & Services', 'Caterers', 'Sandwiches', 'Restaurants']",4,b'Phoenix',3.5,1,3.5
21799,b'J8mVsADcV_YvK3Mbw5Zfpg',1,"['Restaurants', 'Sandwiches']",4,b'Phoenix',1.0,1,1.0
30928,b'7dln44D2PZWe0lzAJmDZMg',1,"['Food Court', 'Restaurants', 'Sandwiches']",4,b'Phoenix',1.5,1,1.5
35109,b'24IRm_qaeKN5gFVdPb_s8g',1,"['Fast Food', 'Tex-Mex', 'Restaurants', 'Mexican']",4,b'Phoenix',3.0,1,3.0
30751,b'pRWTB7aBItn67TxqwnF01A',1,"['Spanish', 'Restaurants']",4,b'Phoenix',2.5,1,2.5
35227,b'x2Ckn6HgwUP4loclkSyhuw',1,"['Cafes', 'Restaurants', 'Breakfast & Brunch', 'Delis']",4,b'Phoenix',3.5,1,3.5
38226,b'c2x8wXMI4HbqBElLQ-tPRw',1,['Restaurants'],4,b'Phoenix',3.5,1,3.5
15582,b'ujsqYa1yxduuB4wc0ASjMQ',1,"['International Grocery', 'Food', 'Restaurants', 'Ethnic Grocery', 'Mexican']",4,b'Phoenix',5.0,1,5.0
43642,b'1buqH6E5R2jPOrTQDF6sFQ',1,"['Desserts', 'Restaurants', 'Food', 'Breakfast & Brunch', 'Burgers']",4,b'Phoenix',2.0,1,2.0
30626,b'lW9A4aqJOj74Fwu_CHMWaw',1,"['Restaurants', 'Breakfast & Brunch', 'Burgers', 'Cafes']",4,b'Phoenix',4.5,1,4.5
47990,b'H-3l48X4ANDJeok4OxS2Vw',1,"['Mexican', 'Restaurants']",4,b'Phoenix',3.0,1,3.0
48888,b'oNLzEl4PdZnDD-cCPI5MJA',1,"['Restaurants', 'Barbeque']",4,b'Phoenix',4.5,1,4.5
18086,b'AcGRSWCpb7YB95MTsHlGEw',1,"['Restaurants', 'Pizza']",4,b'Phoenix',2.0,1,2.0
16567,b'OPPgxUzAx44Qdx9qsOZgqQ',1,"['Party & Event Planning', 'Food Trucks', 'Food', 'Caterers', 'Event Planning & Services', 'Restaurants', 'Barbeque']",4,b'Phoenix',5.0,1,5.0
47262,b'_-OJ4-bPGyKQ9Hcc5JeSqw',1,"['Wedding Planning', 'Restaurants', 'Unofficial Yelp Events', 'Adult Entertainment', 'Cocktail Bars', 'Bars', 'Food', 'Venues & Event Spaces', 'Nightlife', 'Event Planning & Services', 'Party & Event Planning', 'Lounges', 'Tea Rooms', 'Tapas/Small Plates', 'Local Flavor']",4,b'Phoenix',4.0,1,4.0
6877,b'NwzHJzuhtxiKX9_vsRrOkA',1,"['Poke', 'Food', 'Food Trucks', 'Restaurants', 'Sushi Bars', 'Hawaiian']",4,b'Phoenix',4.5,1,4.5
36057,b'X92XkmKWt5TjNiD2m6tadg',1,['Restaurants'],4,b'Phoenix',3.0,1,3.0
33544,b'3lnfKVlzB7tbAtQsEvMQbQ',1,"['Restaurants', 'Food Trucks', 'Local Flavor', 'Indian', 'Food']",4,b'Phoenix',2.0,1,2.0
6990,b'lYdSqzUmxYZc136Hyf-zSA',1,"['Food', 'Juice Bars & Smoothies', 'Gluten-Free', 'Restaurants', 'Sandwiches', 'Cafes', 'Vegan']",4,b'Phoenix',4.0,1,4.0
7092,b'm6NqXv33v6d0r5YUx_RYJA',1,"['Sandwiches', 'Restaurants']",4,b'Phoenix',2.5,1,2.5
33529,b'5KAy9aeb4z2hSrPcMg3K0g',1,"['Pizza', 'Restaurants']",4,b'Phoenix',2.0,1,2.0
17450,b'UOJzdIik4wgcy5N96RWtiQ',1,"['Restaurants', 'Mexican']",4,b'Phoenix',3.5,1,3.5
33323,b'B1TlRyjCW3Ygkp95MACffA',1,"['Restaurants', 'Vietnamese']",4,b'Phoenix',5.0,1,5.0
19982,b'u0jzS6QgwHQILSVeTlqjgA',1,"['Food Court', 'Restaurants']",4,b'Phoenix',3.0,1,3.0
49408,b'pkbOPDLs8HJfydttXRhPDQ',1,"['Nightlife', 'Bars', 'Restaurants']",4,b'Phoenix',4.0,1,4.0
49497,b'HR143JcKersbylkxUEa_Hw',1,"['Restaurants', 'Pizza', 'Food']",4,b'Phoenix',4.0,1,4.0
20563,b'Td-BWJz63qIsyxWO97Kwug',1,"['Sandwiches', 'Fast Food', 'Restaurants']",4,b'Phoenix',4.5,1,4.5
33107,b'TzU6wCbEze2UiTAQNi-T_Q',1,"['Restaurants', 'Fast Food', 'American (New)', 'Event Planning & Services', 'Caterers']",4,b'Phoenix',4.0,1,4.0
40190,b'G09gS1axuc2eqbqqwTMaLw',1,"['Bagels', 'Restaurants', 'Delis', 'Food']",4,b'Phoenix',5.0,1,5.0
13393,b'nIsfnwlnS_9TieULU4Z6JA',1,"['Burgers', 'Restaurants', 'Fast Food']",4,b'Phoenix',2.5,1,2.5
20242,b'Nbhpg1TbDwtMuyh9ZIPceA',1,"['Breakfast & Brunch', 'Noodles', 'Salad', 'Restaurants', 'Thai']",4,b'Phoenix',5.0,1,5.0
20296,b'ubP4xKtsJx2eW2cKAcy9gA',1,"['Fast Food', 'Restaurants']",4,b'Phoenix',1.0,1,1.0
17954,b'ACFgUUcv_gOGwYvTnuqusw',1,"['Food Stands', 'Street Vendors', 'American (Traditional)', 'Hot Dogs', 'Restaurants', 'Food']",4,b'Phoenix',5.0,1,5.0
44374,b'6VZ4T_BnTl8swN-g06ZVYg',1,"['Mexican', 'Fast Food', 'Restaurants']",4,b'Phoenix',2.0,1,2.0
20500,b'TxWfwR6Rz7sHZAQmsWNriw',1,"['Mexican', 'Restaurants']",4,b'Phoenix',4.0,1,4.0
17998,b'wl6s30wPQWh-FepHkPedyw',1,"['Food', 'Food Trucks', 'Restaurants', 'New Mexican Cuisine']",4,b'Phoenix',4.5,1,4.5
46777,b'ORWl-Sgc8QvdXqRnWN_8Jg',1,"['Cafes', 'Kosher', 'Event Planning & Services', 'Food', 'Restaurants', 'Bakeries', 'Caterers', 'Party & Event Planning', 'Food Delivery Services', 'Vegetarian']",4,b'Phoenix',3.5,1,3.5
34299,b'CnXQ4Z0s3TvblzWEJilCIQ',1,"['Caterers', 'Persian/Iranian', 'Restaurants', 'Event Planning & Services']",4,b'Phoenix',5.0,1,5.0
33763,b'SO6Do3X3hVFXkNAIl5izzg',1,"['Restaurants', 'American (Traditional)']",4,b'Phoenix',4.0,1,4.0
18101,b'Rs8Wi4OEjeOX7LVlzsXDOA',1,"['Restaurants', 'Sushi Bars', 'Mexican']",4,b'Phoenix',3.0,1,3.0
17948,b'GRR61NwIkgpzPjQVjx5LAA',1,"['Restaurants', 'Fast Food', 'Sandwiches']",4,b'Phoenix',2.0,1,2.0
49655,b'JZnefBrxlWJnuvVYd79Uxw',1,"['Restaurants', 'Chicken Wings']",4,b'Phoenix',2.0,1,2.0
8439,b'vEHMQwAwbV0n9ZWmk3zWWw',1,"['Bagels', 'Delis', 'Food', 'Pizza', 'Breakfast & Brunch', 'Restaurants']",4,b'Phoenix',4.0,1,4.0
644,b'1hrX1vHaUgllWH6i876oAw',1,"['Arts & Entertainment', 'Musicians', 'Restaurants', 'Performing Arts', 'Mexican', 'Event Planning & Services']",4,b'Phoenix',5.0,1,5.0
28956,b'qB8wP4fgAiCZaA9Ctun_XQ',1,"['Food', 'Event Planning & Services', 'Street Vendors', 'Caterers', 'Food Stands', 'Restaurants']",4,b'Phoenix',5.0,1,5.0
24619,b'10Ft6GZPvoZyRWi1bVo3Rw',1,"['Food', 'Sandwiches', 'Fast Food', 'Restaurants']",4,b'Phoenix',4.0,1,4.0
53420,b'uosJ3_thR5J8At3j4K5xaw',1,"['Restaurants', 'Seafood', 'Fast Food']",4,b'Phoenix',4.5,1,4.5
11888,b'0XMOCF8omuTYfhkNRz1xMw',1,"['Restaurants', 'Sandwiches', 'Fast Food']",4,b'Phoenix',3.0,1,3.0
43340,b'olcmJozm8Oq0yTQHGAJYfw',1,"['Bars', 'Event Planning & Services', 'Food', 'Hotels', 'Mexican', 'Nightlife', 'Restaurants', 'Hotels & Travel']",4,b'Phoenix',3.0,1,3.0
41930,b'hiIg34DNm_ZFhh-3-yZxdA',1,"['Restaurants', 'Fast Food']",4,b'Phoenix',2.0,1,2.0
11813,b'e9SyVTA-4cePHuc-pOdwQw',1,"['Restaurants', 'Pizza']",4,b'Phoenix',1.5,1,1.5
30207,b'J2yHV9KNwBHD7bnGMANCpw',1,"['Restaurants', 'Mexican']",4,b'Phoenix',4.5,1,4.5
25131,b'Wjdsdo1k-iBX0UtaYRuZ0g',1,['Restaurants'],4,b'Phoenix',3.0,1,3.0
10343,b'zvsJSNdg9UXEIL6FKiGa3Q',1,"['Tex-Mex', 'Fast Food', 'Mexican', 'Restaurants']",4,b'Phoenix',2.0,1,2.0
54046,b'rRFu_5vz6peo2QvdGWg5aw',1,"['Coffee & Tea', 'Cafes', 'Restaurants', 'Food']",4,b'Phoenix',4.0,1,4.0
41562,b'ypgo_xEb2dghMT-jlJAo3g',1,"['Buffets', 'Chinese', 'Restaurants']",4,b'Phoenix',3.0,1,3.0
11878,b'-HfeXGN4O83x8P4rZc-_kQ',1,"['Restaurants', 'Sandwiches', 'Fast Food']",4,b'Phoenix',1.0,1,1.0
27883,b'O0KPQu0zouowlJZWsJrSXw',1,"['Restaurants', 'Fast Food', 'Mexican']",4,b'Phoenix',2.5,1,2.5
52232,b'_Mt217a3ia0TDuNRDFY6Tw',1,"['Restaurants', 'Chinese']",4,b'Phoenix',2.0,1,2.0
42653,b'lKFSRJ5tC0OIETgpzTB5kg',1,"['Chinese', 'Buffets', 'Restaurants']",4,b'Phoenix',1.5,1,1.5
27451,b'5nkGouCNb9yko-jotOpMDA',1,"['Restaurants', 'Sandwiches', 'Fast Food']",4,b'Phoenix',4.0,1,4.0
30046,b'StzNuzqg25fLRWIzvpwaJA',1,"['Sports Bars', 'Nightlife', 'Pubs', 'Bars', 'Restaurants', 'American (Traditional)']",4,b'Phoenix',5.0,1,5.0
10714,b'oyUtPCiEDlYiUE2kSeFq7A',1,"['Restaurants', 'Burgers']",4,b'Phoenix',3.0,1,3.0
41304,b'bgwbuh4gS6bF7Ab1xFgYWA',1,"['Air Duct Cleaning', 'Professional Services', 'Fire Protection Services', 'Home Services', 'Restaurants', 'Office Cleaning', 'Local Services']",4,b'Phoenix',4.0,1,4.0
43147,b'QfdcFqAft-M7KSSQZwJ20g',1,"['Sandwiches', 'Restaurants', 'Delis', 'Grocery', 'Convenience Stores', 'Meat Shops', 'Beer', 'Wine & Spirits', 'Specialty Food', 'Food']",4,b'Phoenix',5.0,1,5.0
3169,b'T30RkAqYAtljfapSghHA1Q',1,"['Restaurants', 'Chinese']",4,b'Phoenix',4.0,1,4.0
24860,b'C2OrJwFnulmIRYuqvzBKdg',1,"['Sandwiches', 'Restaurants', 'Fast Food']",4,b'Phoenix',3.0,1,3.0
