,business_id,is_open,categories,review_count,city,stars,review_scale,score
51248,b'FK7JHSUMdznZefUW6X319A',1,"['Restaurants', 'American (Traditional)', 'Home & Garden', 'Shopping Centers', 'Shopping']",3,b'Las Vegas',5.0,1,5.0
27409,b'L2FZfel378lIpeqFrhX1lg',1,"['Chinese', 'Restaurants']",3,b'Las Vegas',2.5,1,2.5
27408,b'BHB2tRGZM9RqPxWTLgtPjw',1,"['Restaurants', 'American (New)']",3,b'Las Vegas',2.5,1,2.5
9550,b'3pyhLZz_hlJ1olimjle4oQ',1,"['Pizza', 'Restaurants']",3,b'Las Vegas',2.0,1,2.0
22866,b'kFMo0ErTOpA8mgLe69iCgg',1,"['Restaurants', 'Hot Dogs']",3,b'Las Vegas',3.0,1,3.0
21374,b'typ1DkULRVUp3xHppsUIng',1,"['Hot Dogs', 'Restaurants']",3,b'Las Vegas',4.5,1,4.5
37748,b'dDqG-lKO9BRadoQ9fmWP-A',1,"['Nightlife', 'American (Traditional)', 'Restaurants', 'Bars', 'Shopping']",3,b'Las Vegas',2.5,1,2.5
47809,b'zCHEDV06NXGs6GAXmFyDFw',1,"['American (New)', 'Restaurants']",3,b'Las Vegas',3.0,1,3.0
22595,b'QxtvTC-i4kX1raUXCuaxbg',1,"['Restaurants', 'Pizza']",3,b'Las Vegas',3.5,1,3.5
3612,b'u12EUBQJoPDtyPQyKa7zTw',1,"['Pizza', 'Restaurants']",3,b'Las Vegas',1.5,1,1.5
37410,b'YeKw_NtI8E0iUfNbrk5nhw',1,"['Food', 'Food Trucks', 'Hot Dogs', 'Caterers', 'Restaurants', 'Event Planning & Services']",3,b'Las Vegas',5.0,1,5.0
51630,b'y8wucy_3sH2FGE1auFpkXQ',1,"['Restaurants', 'Convenience Stores', 'Kitchen & Bath', 'Shopping', 'Appliances', 'Food', 'Restaurant Supplies', 'Local Services', 'Discount Store', 'Wholesalers', 'Home & Garden', 'Appliances & Repair', 'Professional Services', 'Bakeries', 'Food Trucks']",3,b'Las Vegas',5.0,1,5.0
8519,b'tcJxTYHmcvENebzdpoailQ',1,"['Restaurants', 'Sandwiches', 'Fast Food']",3,b'Las Vegas',5.0,1,5.0
3771,b'niuHdk9fwX0IJG1zMAHcig',1,"['Fast Food', 'Restaurants', 'Burgers']",3,b'Las Vegas',4.5,1,4.5
22249,b'hL1r-Mh-UPOQJ7tbXCd9Yw',1,"['American (New)', 'Restaurants']",3,b'Las Vegas',3.0,1,3.0
22344,b'5wJrvgv_MUB-BW6DDvfl3g',1,"['Restaurants', 'American (New)']",3,b'Las Vegas',2.0,1,2.0
38351,b'v9pnIxR2gZ30P1hR5s12-A',1,"['Restaurants', 'Food', 'Pizza']",3,b'Las Vegas',1.5,1,1.5
23009,b'B8Wqz8w7kKvMjZIbr2yUZg',1,"['Food', 'Restaurants', 'Food Trucks', 'Burgers']",3,b'Las Vegas',4.0,1,4.0
21011,b'xlJqe1gSZz9C2-87mRA8TA',1,"['Fast Food', 'Burgers', 'Restaurants']",3,b'Las Vegas',2.0,1,2.0
52211,b'hmRR9whRtnbV5LyIC3Bxrg',1,"['Pizza', 'Restaurants']",3,b'Las Vegas',3.5,1,3.5
25223,b'ZnI8ISFuiWC588bfEAXcEg',1,"['Restaurants', 'Fast Food', 'Sandwiches']",3,b'Las Vegas',2.0,1,2.0
4045,b'5ic8m9PNixMA__h0G4WH5w',1,"['American (Traditional)', 'Food', 'Restaurants', 'Cafes', 'Juice Bars & Smoothies']",3,b'Las Vegas',4.5,1,4.5
46319,b'qYDp5JsCh5ebULZaFCqKiA',1,"['Restaurants', 'Pizza', 'Sports Bars', 'Nightlife', 'Bars']",3,b'Las Vegas',2.5,1,2.5
46323,b'MAxm3XjWfrtAOfWqjZ3CUg',1,"['Cafes', 'Restaurants', 'Soup', 'Sandwiches']",3,b'Las Vegas',5.0,1,5.0
52448,b'6llKs7K_tn8ChXcIM-oTvg',1,"['Japanese', 'Restaurants']",3,b'Las Vegas',4.5,1,4.5
39233,b'zcgArjObRzQRH6MaqTPDmQ',1,"['Restaurants', 'Cafes', 'American (Traditional)']",3,b'Las Vegas',2.0,1,2.0
39122,b'r4iis9DWfwmK1h6JT9PnAw',1,"['Event Planning & Services', 'Fitness & Instruction', 'Active Life', 'Party & Event Planning', 'Meditation Centers', 'Vegan', 'Restaurants', 'Yoga']",3,b'Las Vegas',5.0,1,5.0
13433,b'vtJe3fNnpg89UJR2M1SNcA',1,"['Restaurants', 'Mexican']",3,b'Las Vegas',3.5,1,3.5
52403,b'PEFcy5D1nXdHS67Ge0h0Kg',1,"['Home & Garden', 'Shopping', 'Grilling Equipment', 'Outdoor Furniture Stores', 'Restaurants', 'Contractors', 'Barbeque', 'Fireplace Services', 'Home Services']",3,b'Las Vegas',5.0,1,5.0
10443,b'YRFDHOBOwt2WMR85r7Gzog',1,"['Italian', 'Mexican', 'Restaurants', 'Spanish']",3,b'Las Vegas',3.5,1,3.5
46936,b'OV8FLyjA5Ox827E-RKPi4g',1,"['Fast Food', 'Burgers', 'Restaurants']",3,b'Las Vegas',2.0,1,2.0
38844,b'tAdgAmRZnAOvCipAr2trqQ',1,"['Burgers', 'Fast Food', 'Restaurants']",3,b'Las Vegas',3.0,1,3.0
6987,b'_JusTiXCx4qqhO_HfLsUtQ',1,"['Gluten-Free', 'Restaurants', 'Health Markets', 'Thai', 'Food', 'Food Delivery Services', 'Specialty Food']",3,b'Las Vegas',5.0,1,5.0
3076,b'Ziqzfvpp2cpZAu0OwjiD5w',1,"['Japanese', 'Restaurants']",3,b'Las Vegas',1.5,1,1.5
23372,b'0CwhlQzyXG_7RqEu-2pMSQ',1,"['Mexican', 'Restaurants']",3,b'Las Vegas',3.0,1,3.0
20805,b'sghGLUOAC_WGEWmv-mZReQ',1,"['Restaurants', 'Burgers', 'Fast Food']",3,b'Las Vegas',1.5,1,1.5
10499,b'X-Hxv9miUzpFKcOaUVbRCw',1,"['Fast Food', 'Sandwiches', 'Restaurants']",3,b'Las Vegas',2.0,1,2.0
17214,b'UN_48kF4j4jjHQXLbQhaZw',1,"['Restaurants', 'Mexican']",3,b'Las Vegas',1.5,1,1.5
36735,b'yUBCkEWsN8c-mMteKx3ehA',1,"['Fast Food', 'Sandwiches', 'Restaurants']",3,b'Las Vegas',1.5,1,1.5
296,b'crGdKSRKi25R2vorZ7skzg',1,"['Restaurants', 'Mexican']",3,b'Las Vegas',4.5,1,4.5
53,b'vzx1WdVivFsaN4QYrez2rw',1,"['Sandwiches', 'Restaurants', 'Fast Food']",3,b'Las Vegas',3.0,1,3.0
43006,b'K0xJTPQR3UZ4eDsL940yfg',1,"['Italian', 'Restaurants']",3,b'Las Vegas',1.5,1,1.5
54433,b'YX0L4eC69rH_0S4DT2u6Pw',1,"['Restaurants', 'Pizza']",3,b'Las Vegas',4.0,1,4.0
54449,b'_-3aZXuecjOSjramI1IBkA',1,"['American (New)', 'American (Traditional)', 'Breakfast & Brunch', 'Restaurants']",3,b'Las Vegas',3.5,1,3.5
31120,b'NlpsCKu8FiGo2BvZSZdpFg',1,"['Fast Food', 'Restaurants', 'Sandwiches']",3,b'Las Vegas',1.5,1,1.5
147,b'wRmPV-RvcqcjeyUeOaJQCg',1,"['Restaurants', 'American (Traditional)', 'Food', 'Coffee & Tea', 'Salad', 'Breakfast & Brunch']",3,b'Las Vegas',2.5,1,2.5
16410,b'axJFWAeEJ-kRs8LFy8ow1A',1,"['Restaurants', 'Bars', 'Mediterranean', 'Nightlife']",3,b'Las Vegas',3.5,1,3.5
624,b'2oCM63whZH_IW6kzxciysg',1,"['Mexican', 'Food Trucks', 'Street Vendors', 'Restaurants', 'Food']",3,b'Las Vegas',3.5,1,3.5
14081,b'IOmlp-I18fB8t43DjQMDNg',1,"['Restaurants', 'Pizza']",3,b'Las Vegas',3.0,1,3.0
15598,b'-SWWUof5TuWDVL5SEAml8Q',1,"['Burgers', 'Hot Dogs', 'Restaurants']",3,b'Las Vegas',4.0,1,4.0
43139,b'NieVNg1pP-PPeGUsdpy9BA',1,"['Food', 'French', 'Coffee & Tea', 'Restaurants']",3,b'Las Vegas',4.0,1,4.0
229,b'yIZROHhe6hfmmzLCtTIEJQ',1,"['Restaurants', 'Fast Food', 'Creperies']",3,b'Las Vegas',2.0,1,2.0
30701,b'BUoV8s0j22KD_PzLm8BlkA',1,"['American (Traditional)', 'Restaurants']",3,b'Las Vegas',4.5,1,4.5
596,b'tZW4NLpEYinu4mIxdKj0Pw',1,"['Restaurants', 'Burgers', 'Salad', 'Pizza']",3,b'Las Vegas',3.5,1,3.5
54049,b'b1hmyz3gxWdhuWKkSdk3Ug',1,['Restaurants'],3,b'Las Vegas',2.5,1,2.5
5468,b'44uqXcYp8QMEK0eicwZJhg',1,"['Food Stands', 'Restaurants']",3,b'Las Vegas',2.5,1,2.5
41899,b'mD8bJbumIGOtlXXuvVNuqw',1,"['Restaurants', 'Soul Food']",3,b'Las Vegas',5.0,1,5.0
24894,b'S7K37lRlmeFu1WhlgB3zvQ',1,"['Food', 'Sandwiches', 'Coffee & Tea', 'Juice Bars & Smoothies', 'Restaurants', 'Cafeteria']",3,b'Las Vegas',4.5,1,4.5
4909,b'F7E3qP0oz_SuVGZGL0D8Zw',1,"['Restaurants', 'Italian']",3,b'Las Vegas',3.0,1,3.0
29820,b'X8ZXYgiIXV9kDmlDfbnLjA',1,"['Restaurants', 'Mexican']",3,b'Las Vegas',3.5,1,3.5
42360,b'G55C2JCteYQGnpCP6gMswg',1,"['Restaurants', 'American (New)']",3,b'Las Vegas',2.5,1,2.5
25042,b'2VIbSLTQ1OOo5r9TEEE-Yw',1,"['Mexican', 'Restaurants']",3,b'Las Vegas',3.5,1,3.5
50374,b'S5HvZ_TUvt0B92LMV_lImg',1,"['Fast Food', 'Restaurants', 'Burgers']",3,b'Las Vegas',2.5,1,2.5
4927,b'SOX-F4C7WcpWohSL47uEJw',1,"['Spanish', 'Food', 'Restaurants', 'Specialty Food']",3,b'Las Vegas',3.0,1,3.0
363,b'oIoq6WQbyRpPZClMkHQNlQ',1,"['Restaurants', 'Cuban', 'Mexican', 'Food', 'Food Trucks']",4,b'Las Vegas',3.0,1,3.0
33849,b'E-0yfHPIoQk6FwXt6W6UYA',1,"['Restaurants', 'Fast Food']",4,b'Las Vegas',3.0,1,3.0
53020,b'buk0wVdm_42901qeVIoTrg',1,"['Restaurants', 'Event Planning & Services', 'Italian', 'American (New)', 'Caterers']",4,b'Las Vegas',2.0,1,2.0
27988,b'2oSmaFSi0GSDPTOHOKeQHQ',1,"['Barbeque', 'Restaurants']",4,b'Las Vegas',3.0,1,3.0
9651,b'fZM-vnMe00UbFbbo03uSDQ',1,"['Southern', 'Restaurants']",4,b'Las Vegas',3.0,1,3.0
10819,b'k_luboaCkZRUo5KL7phVvQ',1,"['Nightlife', 'Pizza', 'Restaurants', 'Beer Bar', 'American (Traditional)', 'Bars']",4,b'Las Vegas',5.0,1,5.0
34851,b'OaHfq01gm8PTYkJ36k1feg',1,"['Restaurants', 'Piano Bars', 'Nightlife', 'Steakhouses', 'Bars', 'Burgers', 'Sports Bars']",4,b'Las Vegas',5.0,1,5.0
23742,b'VVLGIq6ksrgGSfi7VBTmpg',1,"['Restaurants', 'American (Traditional)']",4,b'Las Vegas',4.0,1,4.0
39174,b'YJi-xBxsTgegLF116qjQWA',1,"['Restaurants', 'Nightlife', 'Shopping', 'Asian Fusion']",4,b'Las Vegas',4.0,1,4.0
18672,b'-Jo0rJr2mZxBVgaJqDs-TQ',1,"['South African', 'Restaurants', 'African']",4,b'Las Vegas',3.0,1,3.0
25068,b'aivNhZ9sArYQ2XHfCocHng',1,"['Bubble Tea', 'Cafes', 'Food', 'Juice Bars & Smoothies', 'Restaurants']",4,b'Las Vegas',5.0,1,5.0
43194,b'hJApSwheuQhctflM4fAhYA',1,"['Fast Food', 'Restaurants', 'Chicken Wings']",4,b'Las Vegas',1.0,1,1.0
45371,b'tFTzpmc1Z_KfG75uCm_c5A',1,"['Grocery', 'Meat Shops', 'Mexican', 'Specialty Food', 'Restaurants', 'Food']",4,b'Las Vegas',4.5,1,4.5
10398,b'8tSoBxQ8KzMWvCw7a8KBCg',1,"['Filipino', 'Nightlife', 'Restaurants', 'Karaoke']",4,b'Las Vegas',2.5,1,2.5
306,b'l_eFv9Q9Q8RBLqfJJXi9ug',1,"['Sandwiches', 'Restaurants', 'Fast Food']",4,b'Las Vegas',2.0,1,2.0
30534,b'ZxTdfZ0No_6Hx-184p22Rg',1,"['Restaurants', 'Asian Fusion']",4,b'Las Vegas',3.0,1,3.0
43202,b's7WZTJQxs5MR9HSHQyg7rw',1,"['Airport Terminals', 'Cafes', 'Restaurants', 'Hotels & Travel', 'Airports']",4,b'Las Vegas',4.5,1,4.5
28614,b'YC1FXuG7IQneHnhbHT0XcQ',1,"['Bars', 'Tapas Bars', 'Cocktail Bars', 'Restaurants', 'Nightlife']",4,b'Las Vegas',4.0,1,4.0
35944,b'fOznQq_VXIE-51sGZmd7uQ',1,"['Restaurants', 'Pizza', 'Tapas Bars', 'Salad']",4,b'Las Vegas',5.0,1,5.0
16351,b'OjAEW_EO1CKHFiioc-PsRw',1,"['American (New)', 'Restaurants']",4,b'Las Vegas',4.0,1,4.0
20618,b'9B9rmmyvI7uWx9C_BFU59A',1,"['Restaurants', 'Barbeque', 'Event Planning & Services', 'Food', 'Caterers', 'Specialty Food']",4,b'Las Vegas',5.0,1,5.0
38822,b'1vRSIAJ5rlnSabNLMiOXeA',1,"['Burgers', 'Restaurants', 'Fast Food']",4,b'Las Vegas',2.0,1,2.0
15665,b'YCfGBnOZl8mGi7m7oWf4rg',1,"['Restaurants', 'Sandwiches']",4,b'Las Vegas',2.0,1,2.0
32690,b'HemrOHFWRHP5e6YFftHyGA',1,"['Pizza', 'Restaurants']",4,b'Las Vegas',3.0,1,3.0
10917,b'oGWPnueWsvzQ47tAQvWHUQ',1,"['Tacos', 'Food', 'Restaurants', 'Mexican', 'Street Vendors']",4,b'Las Vegas',5.0,1,5.0
39496,b'9B1Rf_KjWBtTNXwPCmYluw',1,"['Food Stands', 'Coffee & Tea', 'Food', 'Shopping', 'Grocery', 'Restaurants']",4,b'Las Vegas',4.0,1,4.0
14546,b'011ayCokCnktQPSx-uL_SA',1,"['Fast Food', 'Restaurants', 'Burgers']",4,b'Las Vegas',2.0,1,2.0
42778,b'xfugyx1FNkQwH61CSewBkw',1,"['Thai', 'Restaurants']",4,b'Las Vegas',3.0,1,3.0
4019,b'Nh2fgoaTl3TMP8OBoOOFEA',1,"['American (New)', 'Restaurants']",4,b'Las Vegas',3.0,1,3.0
52967,b'RrKfYuyKqBn3wKBZNBuFSw',1,"['Bars', 'Restaurants', 'Nightlife', 'American (Traditional)', 'Karaoke']",4,b'Las Vegas',4.0,1,4.0
4051,b'eRKVkDsHSFjaej3j7H0HyA',1,"['Restaurants', 'Mexican']",4,b'Las Vegas',5.0,1,5.0
39049,b'dtJYPbWv0cli924MqKRNUw',1,"['Event Planning & Services', 'Party & Event Planning', 'Caterers', 'Restaurants', 'Cafes', 'Wedding Planning']",4,b'Las Vegas',5.0,1,5.0
36212,b'wXnVKTuKZaAZFwKanUXqBQ',1,"['Food Stands', 'Specialty Food', 'Candy Stores', 'Food Trucks', 'Event Planning & Services', 'Food', 'Restaurants', 'Caterers']",4,b'Las Vegas',2.0,1,2.0
9884,b'bU9RYLrF77bxO2pSA0Ba7Q',1,"['Restaurants', 'Mexican', 'Fast Food']",4,b'Las Vegas',4.0,1,4.0
19165,b'4d9BIUYJwAsMfMrH_0vdDQ',1,"['Nightlife', 'Restaurants', 'American (Traditional)', 'Bars']",4,b'Las Vegas',2.5,1,2.5
54336,b'RRo3Nf5ypfS68fhS_aTrug',1,"['Hawaiian', 'Restaurants']",4,b'Las Vegas',3.0,1,3.0
6836,b'W-2-3Vtha0P7qT92eN1GUw',1,"['Cafes', 'Food', 'Coffee & Tea', 'Restaurants']",4,b'Las Vegas',2.5,1,2.5
30190,b'xqWx-D0sT5cevkULWJy6xA',1,"['Caterers', 'Event Planning & Services', 'Mexican', 'Restaurants']",4,b'Las Vegas',4.0,1,4.0
49285,b'-kFyzXRzOlyoL4NyzoVkMA',1,"['Tapas/Small Plates', 'Buffets', 'Restaurants']",4,b'Las Vegas',3.0,1,3.0
13449,b'mQeWho9G2R9NpYfAVfR81g',1,"['Restaurants', 'American (Traditional)']",4,b'Las Vegas',4.0,1,4.0
195,b'RGmBfqdFb0giLPG-SZbQUQ',1,"['Food', 'Restaurants', 'Specialty Food', 'Mexican', 'Candy Stores', 'Ice Cream & Frozen Yogurt']",4,b'Las Vegas',3.0,1,3.0
929,b'Km7BcCSXb78oymx-Ek2P9w',1,"['Mexican', 'Restaurants']",4,b'Las Vegas',5.0,1,5.0
21130,b'tthhJbshogN6gxy3fMp58g',1,"['Restaurants', 'Burgers']",4,b'Las Vegas',3.5,1,3.5
31456,b'eefMnLfjlc3I166DyNZjXA',1,"['Italian', 'Restaurants']",4,b'Las Vegas',4.5,1,4.5
29913,b'rVS0ASzAtN9vCUcrXMzGEw',1,"['Restaurants', 'Cafes']",4,b'Las Vegas',4.0,1,4.0
12561,b'7PtKr_0IX3bLbTbIT6_HrA',1,"['Cafes', 'Restaurants']",4,b'Las Vegas',2.0,1,2.0
44741,b'rF74jsFqy6L7pBetZOJxLw',1,"['Restaurants', 'Fast Food', 'Sandwiches']",4,b'Las Vegas',2.5,1,2.5
44620,b'MmW1-h6o79XhhO_qutIZ_Q',1,"['Sandwiches', 'Bakeries', 'Restaurants', 'Food', 'Coffee & Tea']",4,b'Las Vegas',1.5,1,1.5
44599,b'dENns4dukYRZunxCOUzRsw',1,"['Nightlife', 'Burgers', 'Bars', 'Karaoke', 'Restaurants', 'Sandwiches']",4,b'Las Vegas',3.0,1,3.0
8631,b'6CnoUxE66XuY5gI-hBysbw',1,"['Specialty Food', 'Food', 'Desserts', 'Candy Stores', 'Restaurants', 'Chocolatiers & Shops']",4,b'Las Vegas',3.0,1,3.0
47996,b'Ehy-uoyjrL_w_tWdf8cwWA',1,"['Restaurants', 'Latin American', 'Salvadoran']",4,b'Las Vegas',4.5,1,4.5
24388,b'hU6K1xshNHz7Q-psStmoug',1,"['Fast Food', 'Restaurants', 'Mexican']",4,b'Las Vegas',3.0,1,3.0
25356,b'LpqiMJOKlrYcGqJK0jOWIw',1,"['Honey', 'Restaurants', 'Vegan', 'Food', 'Specialty Food', 'Farmers Market']",4,b'Las Vegas',5.0,1,5.0
24674,b'-UtYWvCnUppcSaC_u1pTYQ',1,['Restaurants'],4,b'Las Vegas',4.0,1,4.0
43500,b'EbPUpHZjaPG_bMrhr5zS8g',1,"['Bakeries', 'Farmers Market', 'Food', 'Vegetarian', 'Vegan', 'Restaurants']",4,b'Las Vegas',3.5,1,3.5
13753,b'Zua91nLoti4rx1VCkuIe6g',1,"['Lounges', 'Bars', 'Nightlife', 'Indian', 'Restaurants', 'Tapas Bars', 'Asian Fusion']",4,b'Las Vegas',3.0,1,3.0
50035,b'iQOjQH30LFsj6aO3wJG7nQ',1,"['Restaurants', 'Mexican']",4,b'Las Vegas',4.0,1,4.0
48094,b'QpHJvtmTWWoiz42bb2nTiA',1,"['Food Stands', 'Restaurants']",4,b'Las Vegas',4.0,1,4.0
16837,b'SSWrPxJQ7ezB17OGwLUkWQ',1,"['Custom Cakes', 'Bakeries', 'Desserts', 'Food', 'Gluten-Free', 'Restaurants']",4,b'Las Vegas',5.0,1,5.0
31326,b'wsdxhfW0aVf7ayMqId1HmA',1,"['Restaurants', 'American (New)']",4,b'Las Vegas',2.5,1,2.5
44160,b'awvm-GLlweg1HgjaR9ltRg',1,"['Seafood', 'Sushi Bars', 'Mexican', 'Restaurants']",4,b'Las Vegas',3.5,1,3.5
25313,b'QcWSAa1R7jL-KQLzMSXF_A',1,"['Food', 'Barbeque', 'Food Stands', 'Street Vendors', 'Restaurants']",4,b'Las Vegas',2.5,1,2.5
31229,b'pzhjeutsSFcFEDbLp67oeg',1,"['Restaurants', 'Mexican']",4,b'Las Vegas',5.0,1,5.0
13359,b'4qTeGqt6YpufGxZXJ_FldQ',1,"['Restaurants', 'Food', 'Coffee & Tea', 'Cafes', 'Juice Bars & Smoothies']",4,b'Las Vegas',3.0,1,3.0
51497,b'irVqdCcmeO_Qhz8YcwaxOA',1,"['Food Stands', 'Restaurants', 'Mexican']",4,b'Las Vegas',4.0,1,4.0
8213,b'VYPovuzh6JwTxgEdkb9XLQ',1,"['Restaurants', 'Fast Food', 'Tex-Mex', 'Mexican']",4,b'Las Vegas',2.0,1,2.0
31478,b'gaV_IfrK2X2Lc_BNSobKOQ',1,"['Sandwiches', 'Restaurants', 'Fast Food']",4,b'Las Vegas',2.0,1,2.0
44762,b'bD9f8IT_-7d_Y0n2R24kUg',1,"['Steakhouses', 'Restaurants']",4,b'Las Vegas',3.0,1,3.0
17759,b'mS8ZyLZjYhB42ts9_8j3vg',1,"['Nightlife', 'Restaurants']",4,b'Las Vegas',1.5,1,1.5
49473,b'3yhdmUXeZS5j9xZRcuIv0g',1,"['Pizza', 'Restaurants']",4,b'Las Vegas',2.0,1,2.0
51131,b'COevwLqo4kTOXZGqXvs5yQ',1,"['Restaurants', 'Beer', 'Wine & Spirits', 'Cocktail Bars', 'Bars', 'Nightlife', 'Food', 'Asian Fusion']",4,b'Las Vegas',5.0,1,5.0
34290,b'cRtPP-AKezf0m94W-aisYA',1,['Restaurants'],4,b'Las Vegas',3.0,1,3.0
