"b'-Y9woV5m-KaTzu9VpirYyg'"	[1.3908045977011494, 3.7586206896551726, 112.71264367816092]
"b'-YGePLsJ2pYccR3oaeCSAw'"	[1.1333333333333333, 3.7, 168.66666666666666]
"b'-YR7K3rw6VAQ1-MjslvsoQ'"	[1.360655737704918, 3.377049180327869, 77.63934426229508]
"b'-YVwkl4DBH1gnxxsJtxELg'"	[1.2777777777777777, 3.2777777777777777, 45.111111111111114]
"b'-ZBfr1BHvArFp1d6XH8jOQ'"	[1.263157894736842, 3.4473684210526314, 77.10526315789474]
"b'-_hk47bgWLbX0SfvBUkoPQ'"	[1.4430379746835442, 3.3354430379746836, 75.68354430379746]
"b'-bMZCfTK7fxFaURynKpBMA'"	[1.3488372093023255, 3.7209302325581395, 121.30232558139535]
"b'-d1xHUrLRbfJNqd5A_uP6A'"	[1.6355932203389831, 3.7245762711864407, 216.51694915254237]
"b'-dgUbX_lFqklJuf29A7piQ'"	[1.6161616161616161, 3.5673400673400675, 143.87878787878788]
"b'-e_UQJVTzIPweX4TcPUYVw'"	[2.126984126984127, 3.6587301587301586, 167.88888888888889]
"b'-exE739XC1NqZTJKjs83bg'"	[1.6944444444444444, 3.611111111111111, 184.94444444444446]
"b'-hn7E7b3VwRjwhNEDgmGIQ'"	[1.5106382978723405, 3.617021276595745, 155.61702127659575]
"b'-hq09PjRpGcx4XXhrqh5xw'"	[1.3928571428571428, 3.482142857142857, 85.71428571428571]
"b'-i_WVm2yfuY0lS0zpEl9ZA'"	[1.6088435374149659, 3.562925170068027, 142.87755102040816]
"b'-jKBFjNTbiafSdunQy6dlQ'"	[1.3157894736842106, 3.236842105263158, 97.42105263157895]
"b'-jKhfsXol4FxbRjK8aUsLA'"	[1.3333333333333333, 3.525, 94.83333333333333]
"b'-jghjupgk9DVw5M-dCr3mw'"	[1.3968253968253967, 3.4761904761904763, 66.07936507936508]
"b'-kHQWsdlHfASvHCj59dzGA'"	[1.0909090909090908, 3.0681818181818183, 53.54545454545455]
"b'-kIscN8I29eXMPkvyyxmRQ'"	[1.6355932203389831, 3.711864406779661, 211.71186440677965]
"b'-ktGd4cMY0V91Ihq4VQPJQ'"	[1.5, 3.787037037037037, 148.2685185185185]
"b'-lrxtiCaTdCJ9h7uMndsUQ'"	[1.3666666666666667, 3.6416666666666666, 92.21666666666667]
"b'-mjUxlW8Lyyq0t3GWvD3EA'"	[1.5957446808510638, 3.547872340425532, 133.95744680851064]
"b'-o0xWAEO-C2oqlyt9TO8qg'"	[1.8770491803278688, 3.6885245901639343, 168.0655737704918]
"b'-oOKqZbYDt08zaWWyLZNIw'"	[1.2727272727272727, 2.4545454545454546, 40.18181818181818]
"b'-ot4Xd6GxSUOqwUj7okZuA'"	[1.1764705882352942, 3.5588235294117645, 52.35294117647059]
"b'-ouvCdkuZJgHixwyAhB8Nw'"	[1.2142857142857142, 3.5, 10.357142857142858]
"b'-qbYIpY84C9xBWc9g5rl5g'"	[1.3636363636363635, 3.6136363636363638, 48.77272727272727]
"b'-rCIoxp7pqN3xY7E3-v56Q'"	[1.5892857142857142, 3.419642857142857, 104.33928571428571]
"b'-raUM9T-1dKPiB5_vRmFYA'"	[1.4339622641509433, 3.5849056603773586, 85.43396226415095]
"b'-rhH9sL3XGFpoJXcxUpEWA'"	[1.8888888888888888, 3.717948717948718, 159.4017094017094]
"b'-u0rjFgBL33tgSl-zTn85g'"	[1.52, 3.7, 199.8]
"b'-uYAkAplo7a4WM7c6lDrWQ'"	[1.25, 3.0625, 66.875]
"b'-voRkfS42YKYsrJ9DV0FxQ'"	[1.5, 3.0714285714285716, 47.392857142857146]
"b'-wcyWzSRk0KtYNzrMrLXHQ'"	[1.45, 3.5, 58.675]
"b'-weah7G6XZrdmE_0scCyig'"	[1.5471698113207548, 3.6792452830188678, 164.52830188679246]
"b'-xSlD0TO9FA-q4VpTirWUQ'"	[1.5319148936170213, 3.654255319148936, 204.9255319148936]
"b'-yQHIYKXH3HAdhh1W52OMQ'"	[1.5940594059405941, 3.575907590759076, 150.3894389438944]
"b'-zRDLAmg2h9uKpNY0OYdVQ'"	[1.0, 2.8214285714285716, 57.42857142857143]
"b'-zhywnaBiGRNcr6kbDagBQ'"	[1.2222222222222223, 3.0555555555555554, 48.77777777777778]
"b'0-CXwwVL-u0tc0FOuSExWQ'"	[1.661764705882353, 2.963235294117647, 89.3529411764706]
"b'01Gav7vnilRwSVm3WwkAtA'"	[1.6192468619246863, 3.489539748953975, 150.2426778242678]
"b'01cFftHZc98jNJfJrLEJ5g'"	[1.6428571428571428, 3.3785714285714286, 102.64285714285714]
"b'01xXe2m_z048W5gcBFpoJA'"	[1.2941176470588236, 3.338235294117647, 67.45588235294117]
"b'02EYqwh47uVxOaOKrnx8SQ'"	[1.2142857142857142, 3.4642857142857144, 40.785714285714285]
"b'02GctEso08hyhQpkqOftsw'"	[1.3333333333333333, 3.5, 225.66666666666666]
"b'02eESJZNF3qigrJ3GNRgIQ'"	[1.434782608695652, 3.760869565217391, 49.04347826086956]
"b'02ooNKJDjsE50KfmL0Rqdw'"	[1.5714285714285714, 3.5535714285714284, 78.5]
"b'02zH3RnRvBWfMoBUqtzfsg'"	[1.5, 3.4375, 119.125]
"b'042IHd5KjHiMuBtGtugO_g'"	[1.5294117647058822, 3.588235294117647, 86.29411764705883]
"b'04Iq42i8lm50Lvdj1j3DCQ'"	[1.5316455696202531, 3.6202531645569622, 187.22784810126583]
"b'06PiQOUehVOYtDcZRWrA5A'"	[1.4285714285714286, 3.380952380952381, 53.04761904761905]
"b'06lCNuSrCnaU6eq0EV4PYg'"	[1.6224489795918366, 3.557823129251701, 148.05442176870747]
"b'079CV1EE5WLdQqVEVYFeHQ'"	[1.625, 3.683333333333333, 212.66666666666666]
"b'0859wfd1BQHG46Zpwhc0ZQ'"	[1.4592592592592593, 3.6, 126.25925925925925]
"b'08AqwKb4NlV43qCYLuiVIQ'"	[1.7966101694915255, 3.6440677966101696, 158.0593220338983]
"b'08_PxnpSJO4Rxt05EYaAxg'"	[1.5316455696202531, 3.6012658227848102, 186.68354430379748]
"b'09LYxY5D4GcKc0Tvs4K_gw'"	[1.5449735449735449, 3.701058201058201, 166.17989417989418]
"b'0B_aEPeZjrXs6T7vS3arrA'"	[1.5294117647058822, 3.4705882352941178, 82.54901960784314]
"b'0BaMoKDVNv-MP84BQ9EK9A'"	[1.2, 3.0, 6.6]
"b'0Buxoc0cRqjpvkezo3bqog'"	[1.631578947368421, 3.5280701754385966, 144.52631578947367]
"b'0CElIQnJdQYF2bmsAiWczg'"	[1.5857142857142856, 3.6, 119.15714285714286]
"b'0CZ4opKkec9yAS8qmXoWdA'"	[1.1428571428571428, 4.285714285714286, 65.42857142857143]
"b'0HRNeFrQt31b-lD9kVdHog'"	[1.375, 3.9375, 59.5]
"b'0HwrX6P6lh92F0f-A_QzjA'"	[1.920353982300885, 3.734513274336283, 168.23893805309734]
"b'0KpoeCt1E-SQsUBwtjLAEw'"	[1.621160409556314, 3.5631399317406145, 147.45733788395904]
"b'0LhYg3iOF9IU2Ut8IL84TQ'"	[1.5913621262458473, 3.5930232558139537, 152.85382059800665]
"b'0LmDg_Y6Ht3zFqtvmLhp6g'"	[1.6156462585034013, 3.554421768707483, 143.8469387755102]
"b'0MVUQtakauK3qKqfIcQWiQ'"	[1.368421052631579, 3.3596491228070176, 49.70175438596491]
"b'0Mp_0j2dfMXE6l-3Raqorg'"	[1.1538461538461537, 3.5384615384615383, 46.38461538461539]
"b'0N2y8rNxbet6p4UIBWTOrw'"	[1.2, 3.12, 49.88]
"b'0PFaDqDinxlLhGk4D522AA'"	[1.2162162162162162, 3.2162162162162162, 51.13513513513514]
"b'0PMKMyfX1j7Nc4esk1RaMg'"	[1.8194444444444444, 3.2916666666666665, 117.38888888888889]
"b'0QBFtNNj9RIggZGeivcbEg'"	[1.565217391304348, 3.3043478260869565, 58.43478260869565]
"b'0Ryxx6uSpt4TOKYVGBekLQ'"	[1.425, 3.31875, 74.3875]
"b'0S3x-ERLaR-ce1sJtS_OUA'"	[1.4230769230769231, 3.391025641025641, 84.71794871794872]
"b'0U0odWV4aGw2k-bIUKhO2w'"	[1.5, 3.7083333333333335, 86.66666666666667]
"b'0URIvKxCNT-AVgtdYFAX8w'"	[1.511111111111111, 3.6277777777777778, 158.9111111111111]
"b'0V18KwdtfsdrIu9xyO4GLg'"	[1.5740740740740742, 3.388888888888889, 100.57407407407408]
"b'0Wysm_99sHXrftxGZrJc3Q'"	[1.44, 3.47, 52.76]
"b'0X4D58d_nShvVeN5FeYiHA'"	[1.2666666666666666, 3.3333333333333335, 81.06666666666666]
"b'0XMOCF8omuTYfhkNRz1xMw'"	[1.2857142857142858, 3.142857142857143, 47.142857142857146]
"b'0_Yc6blfiI9A6Q8bKjYLSQ'"	[1.2083333333333333, 3.4583333333333335, 55.125]
"b'0dEUND3rVLjp50rczLIaeA'"	[1.8088235294117647, 3.2573529411764706, 115.91176470588235]
"b'0go_co5nVtlbu4HgUyUIOQ'"	[1.6119402985074627, 3.343283582089552, 95.13432835820896]
"b'0h5yI6np7weAVH0jsjHqPw'"	[1.64, 2.8866666666666667, 83.69333333333333]
"b'0hp3WtPSxvmJVk3BNTfhHQ'"	[1.5471698113207548, 3.5283018867924527, 82.71698113207547]
"b'0jDvRJS-z9zdMgOUXgr6rA'"	[1.1875, 3.6875, 87.875]
"b'0jaD7X39dXE8DxJYIaxSDg'"	[1.4268292682926829, 3.2865853658536586, 75.8780487804878]
"b'0kD9yJIB2cmvOh8-WbcO_w'"	[1.4385964912280702, 3.5701754385964914, 99.28070175438596]
"b'0oOTrzxhO3FxHqmeZuC3mw'"	[1.40625, 3.40625, 86.0]
"b'0oZJ19F7KebXTu8auQvZrA'"	[1.3888888888888888, 3.486111111111111, 94.22222222222223]
"b'0obhg2Jv22z6Mkvl3zGaiQ'"	[1.3714285714285714, 3.6142857142857143, 132.5142857142857]
"b'0rjU_WK5HxoH1fIuEpTpcg'"	[1.578125, 3.3125, 93.8125]
"b'0vJmCY2P5rc37jSMz7Nz3Q'"	[1.1794871794871795, 3.6923076923076925, 50.717948717948715]
"b'0vYwOmTitx-Qas-jjW3nYg'"	[1.4313725490196079, 3.607843137254902, 69.84313725490196]
"b'0wKOp9CBQbiByRn8Qp7NIg'"	[1.1818181818181819, 3.3863636363636362, 101.63636363636364]
"b'0yHY4FHCTOIshPiPc9EYBQ'"	[1.6805555555555556, 2.8472222222222223, 84.51388888888889]
"b'0zr7FB0nnZXJmwb94yTbJQ'"	[1.5495049504950495, 3.5346534653465347, 123.3019801980198]
"b'1-L3RfFTq4tA0kl73K1l0g'"	[1.6324786324786325, 3.717948717948718, 218.68376068376068]
"b'10Ft6GZPvoZyRWi1bVo3Rw'"	[1.3076923076923077, 3.9615384615384617, 181.84615384615384]
"b'14O6gNqpd3bcnIAHPFT58g'"	[1.4166666666666667, 3.4375, 59.583333333333336]
"b'16fgi4_LNRlPGcpL1ObNww'"	[1.1666666666666667, 3.611111111111111, 16.166666666666668]
"b'17K0u4eyrm5rZBo5FybQtA'"	[1.565217391304348, 3.347826086956522, 61.91304347826087]
"b'19LQmaLOi22V5RrI3eB5lA'"	[1.15, 3.525, 23.45]
"b'19f_Hyq38r6ycACRw-JG6w'"	[1.0, 3.5, 24.157894736842106]
"b'1AYcrBPjJdwcYUivLj8lDg'"	[1.4705882352941178, 3.5, 85.25490196078431]
"b'1C2SZ3IljVQj1tJim1wCVg'"	[1.3043478260869565, 3.652173913043478, 145.17391304347825]
"b'1C7mPT-9mFihyZq8-qLxgw'"	[1.5112781954887218, 3.6766917293233083, 144.42105263157896]
"b'1CqDdPrrb0xvQpgu7fhI5w'"	[1.4615384615384615, 3.1025641025641026, 102.84615384615384]
"b'1DdkhCSmKDgFmilXS9SZEA'"	[1.3823529411764706, 3.5441176470588234, 117.23529411764706]
"b'1Dfx3zM-rW4n-31KeC8sJg'"	[1.6, 3.5692307692307694, 85.21538461538462]
"b'1Ds8V2c7LlwSAA3O-9f4cA'"	[1.4, 3.575, 158.3]
"b'1DswS8btQKkWFyTUZlcgCQ'"	[1.608695652173913, 3.3043478260869565, 64.3913043478261]
"b'1E1Qp9HWSZmqruir3sTeKw'"	[1.1851851851851851, 3.037037037037037, 64.81481481481481]
"b'1F4T9e6bRFwL11wnNxW4Ng'"	[1.294871794871795, 3.326923076923077, 63.58974358974359]
"b'1GWJWh9WGytmkXKdkXx6Hw'"	[1.303030303030303, 3.742424242424242, 181.15151515151516]
"b'1GoI8TV5ngDEqoTmDK6Iow'"	[1.5643564356435644, 3.628712871287129, 183.45544554455446]
"b'1JF9TbJ2d5hH8xsQvvklHg'"	[1.3768115942028984, 3.681159420289855, 109.53623188405797]
"b'1JmSxEQZQn1AitoNHxvHBQ'"	[1.5573770491803278, 3.3524590163934427, 82.37704918032787]
"b'1LM9PRDlmBpIgBKdAAWIZA'"	[1.6122448979591837, 3.562925170068027, 143.12244897959184]
"b'1LdvubOnn7Uf_xDpc5JcMA'"	[1.2083333333333333, 3.0625, 43.708333333333336]
"b'1PnhX9SNMX71LPFD7-IqXg'"	[1.2692307692307692, 3.1923076923076925, 83.42307692307692]
"b'1Q_VjzXaq8Ad4rvSVOWpcg'"	[1.6119402985074627, 3.3582089552238807, 95.25373134328358]
"b'1SlvPOQ39vZa9vyeOTiAUA'"	[1.1794871794871795, 3.717948717948718, 50.84615384615385]
"b'1WBkAuQg81kokZIPMpn9Zg'"	[1.4166666666666667, 3.4791666666666665, 53.166666666666664]
"b'1YBpnyR_VlJNjrUzNVXYDQ'"	[1.54, 3.44, 83.78]
"b'1Yk-GnszDT9g1E1jnD1sIw'"	[1.4, 3.1, 16.4]
"b'1_XieTGcu829D7eN_cHiow'"	[1.4, 3.28, 47.44]
"b'1_vpfu3RxcnX5z54vmnOMg'"	[1.4455445544554455, 3.623762376237624, 121.29702970297029]
"b'1b8d2CqGcfF3Hz0vixQSUQ'"	[1.1538461538461537, 3.173076923076923, 19.26923076923077]
"b'1buqH6E5R2jPOrTQDF6sFQ'"	[1.625, 3.625, 50.5]
"b'1bxJcRAF-2wDY-QbiTCqPQ'"	[1.2857142857142858, 3.7142857142857144, 141.14285714285714]
"b'1cl8ti5S8cJLHGetUe_s6w'"	[1.611295681063123, 3.5631229235880397, 152.69102990033224]
"b'1dX0u7zsjizDvatHEutHdQ'"	[1.1538461538461537, 3.423076923076923, 45.30769230769231]
"b'1ePxLE7eU4kRoags_ytAAg'"	[1.4408602150537635, 3.4516129032258065, 88.78494623655914]
"b'1f_-jV4oJsiNSgpy8SaF8g'"	[1.6180555555555556, 3.5746527777777777, 157.59722222222223]
"b'1hrX1vHaUgllWH6i876oAw'"	[1.623728813559322, 3.564406779661017, 143.8271186440678]
"b'1jasd5ZhHsS8CLGv34YEow'"	[1.9115044247787611, 3.743362831858407, 169.01769911504425]
"b'1k53JbU9dNU0NvyBYKLhNw'"	[1.4027777777777777, 3.3680555555555554, 80.66666666666667]
"b'1kDS1homhHy0gr5N95oGzw'"	[1.34375, 3.015625, 19.09375]
"b'1ku0t5u7dCAE0g-pZDQdAw'"	[1.7259259259259259, 3.611111111111111, 147.0074074074074]
"b'1lAV0CZdveG9tYlZZfWjCA'"	[1.2, 3.5, 15.666666666666666]
"b'1mkDrJRu3VABKy95gxD-Hg'"	[1.61864406779661, 3.364406779661017, 132.1949152542373]
"b'1muT5zEqoC4qp9ms08qJtQ'"	[1.52, 3.8, 187.24]
"b'1ofuWPYnHDp01c11BQog9w'"	[1.3125, 3.59375, 48.125]
"b'1r9lpt5r9l4uJxLLyt6QBw'"	[1.1851851851851851, 3.111111111111111, 68.70370370370371]
"b'1r9xmPVZqsiTNQr_FAcs8w'"	[1.721311475409836, 3.6311475409836067, 224.62295081967213]
"b'1rbb8ntTOpSolQv60CGcsQ'"	[1.0, 3.7, 23.4]
"b'1rebduwtmrHQhl32djRS7A'"	[1.326086956521739, 3.717391304347826, 86.93478260869566]
"b'1s28O8UuTAmJb5IDz3MY3w'"	[1.2777777777777777, 3.638888888888889, 45.888888888888886]
"b'1wBKFqiR3vN4-6lmwBGXAQ'"	[1.125, 2.78125, 37.0]
"b'1ytwQT_hlhoxvgDzts4Osg'"	[1.821917808219178, 3.2945205479452055, 119.3013698630137]
"b'1zH3_Agw8CTgSmKgg4JNmg'"	[1.6143344709897611, 3.5580204778157, 143.1877133105802]
"b'2-_HV0XUYK64OylB5J4i6A'"	[1.6415094339622642, 3.358490566037736, 86.43396226415095]
"b'24IRm_qaeKN5gFVdPb_s8g'"	[1.0555555555555556, 3.111111111111111, 27.444444444444443]
"b'24MgaUT4TWO3_kZQlBu8sw'"	[1.8333333333333333, 3.3055555555555554, 120.59722222222223]
"b'24Td_CQH1bonWKff1rt2vg'"	[2.1029411764705883, 3.6691176470588234, 155.85294117647058]
"b'25c15dEPrBrWr4tR1r6sTg'"	[1.25, 3.1875, 40.25]
"b'25qudn87oiNYg8jnoi4d1A'"	[1.4666666666666666, 3.0833333333333335, 49.2]
"b'2ADoawEfSAZpnQSwVEo5Ig'"	[1.1794871794871795, 3.217948717948718, 63.82051282051282]
"b'2DUdvdQE8FOxCHHp59HHzw'"	[1.5593220338983051, 3.6186440677966103, 149.16949152542372]
"b'2DmTw0k3bcXuHdAyxO_bkw'"	[1.8194444444444444, 3.2916666666666665, 114.04166666666667]
"b'2F2xrnxCJ_WdXfWGxJcn_g'"	[1.24, 3.28, 42.16]
"b'2FfZUyA82YhQCjWNiqDCzQ'"	[1.5151515151515151, 3.6666666666666665, 142.13636363636363]
"b'2G8YLx7J8du260jFNjIjZQ'"	[1.2424242424242424, 3.1515151515151514, 37.515151515151516]
"b'2GEr8-FpENQQPdmCrIWMYw'"	[1.225, 3.725, 48.4]
"b'2GryItAj3e0uOQ5m42-wDg'"	[1.3636363636363635, 3.3484848484848486, 92.63636363636364]
"b'2GtIC6u4hVneccWfTlOxHQ'"	[1.6666666666666667, 3.4479166666666665, 118.25]
"b'2IHmggMLM-hDq4dFmwgzDw'"	[1.4333333333333333, 3.225, 73.56666666666666]
"b'2JUDgnmoLDxD97gqmand9Q'"	[1.5643564356435644, 3.633663366336634, 157.41584158415841]
"b'2JV0xGXsszojof2BuEt_hw'"	[1.3846153846153846, 3.326923076923077, 72.07692307692308]
"b'2KIlQsIHwYMkuwA0T4OKrw'"	[1.0666666666666667, 2.966666666666667, 18.066666666666666]
"b'2NiBvT5zL272IRcxru_x9A'"	[1.8169014084507042, 3.2816901408450705, 118.92957746478874]
"b'2OKh-3ToognFAccCFAFJVg'"	[1.4509803921568627, 3.5098039215686274, 68.13725490196079]
"b'2OkYkQRItlqbKw9Mz7flCA'"	[1.4078947368421053, 3.3815789473684212, 82.21052631578948]
"b'2QcPbyRAw79poY9OKP3hfg'"	[1.236842105263158, 3.3289473684210527, 60.10526315789474]
"b'2RuvkPdXF_PZI9UT0YfM1w'"	[1.1428571428571428, 3.4285714285714284, 35.857142857142854]
"b'2SHu52w_w4Z4ACq-vx3a-Q'"	[1.4102564102564104, 2.923076923076923, 37.46153846153846]
"b'2TZl160uaMAg1cr8KFbk8Q'"	[1.25, 3.4583333333333335, 45.333333333333336]
"b'2W7ATgSmo2hnTM3e8081VA'"	[2.0, 3.1666666666666665, 269.0]
"b'2WErPL5DZKuYpQDRjC49nw'"	[1.1764705882352942, 3.6176470588235294, 56.88235294117647]
"b'2X07EuED0jY5C5hKQovfBA'"	[1.721311475409836, 3.2540983606557377, 124.0]
"b'2YZTrnj6XdSUz51KT7yo9A'"	[1.2, 2.8333333333333335, 16.2]
"b'2Yq-Y-tDroP7mdDfcWJLCQ'"	[1.1875, 3.5, 48.125]
"b'2_jWcWOew5DA6wR7_eH36Q'"	[1.6458333333333333, 3.65625, 169.04166666666666]
"b'2a2E-Ev1TLw8PP_2auwuIg'"	[1.5128205128205128, 3.3846153846153846, 82.76923076923077]
"b'2aVQu4wnptrFM_kxDhhPIg'"	[1.3333333333333333, 4.0, 9.333333333333334]
"b'2cnkFsZCMp2iVEzrkj2QAw'"	[1.5384615384615385, 3.8076923076923075, 81.23076923076923]
"b'2eWOFDYAfYdFIyxZEEcnAw'"	[1.4508196721311475, 3.5737704918032787, 130.95081967213116]
"b'2fY8CEOjXUkIBz3cgXZJQQ'"	[1.656, 3.408, 151.88]
"b'2g4ZTD3ePNSbDAvh6qAOKQ'"	[1.3389830508474576, 3.5508474576271185, 85.03389830508475]
"b'2gI7dlktBQXPZiuOW-HWvw'"	[1.125, 2.8125, 29.9375]
"b'2gzB4EE7B_QEFWZtJTG4dA'"	[2.152542372881356, 3.6440677966101696, 177.3728813559322]
"b'2iLeiQ4OCJVwfodR9egMag'"	[1.611683848797251, 3.558419243986254, 148.10996563573883]
"b'2jx_SaBzvIdIwul4JoY9IA'"	[1.125, 2.75, 45.0]
"b'2kpbPYMjEbi-VIJ5mAOX0w'"	[1.7755102040816326, 3.7346938775510203, 189.59183673469389]
"b'2nbibYLTR96Nr2nk-1spdw'"	[1.3571428571428572, 3.75, 134.64285714285714]
"b'2oQuTgkhY7QlVdfMa8cHgA'"	[1.8771929824561404, 3.6973684210526314, 167.67543859649123]
"b'2p346MdyPISpZ2k-h0GSqg'"	[1.4523809523809523, 2.9285714285714284, 37.023809523809526]
"b'2skQeu3C36VCiB653MIfrw'"	[1.3157894736842106, 3.763157894736842, 107.21052631578948]
"b'2tC8oReqFUT0_uVQ3kHePA'"	[1.5172413793103448, 3.586206896551724, 100.06896551724138]
"b'2v-8QQfMLX2PCz-0S6gISQ'"	[1.3333333333333333, 3.4761904761904763, 36.904761904761905]
"b'2vu5RPLxvAqY0PK5olT7QQ'"	[1.4193548387096775, 3.3225806451612905, 75.96774193548387]
"b'2xMKHQP1TVGB-_62gDOzDg'"	[1.475, 3.675, 54.4]
"b'2z7xERz1Nonyw8Kjr4SffA'"	[1.3103448275862069, 3.353448275862069, 70.17241379310344]
"b'2zBCxn7_jHcfxoSjBdHJ3A'"	[1.4133333333333333, 3.3866666666666667, 82.12]
"b'3-aEgS7X2jrbxA7sA1nARw'"	[1.6, 3.540625, 145.871875]
"b'30PzafMyWvh5fYZ8yV_qBg'"	[1.173913043478261, 3.282608695652174, 34.69565217391305]
"b'30xoqX9VRA_hH5x1QgONEA'"	[1.5, 3.05, 49.166666666666664]
"b'333W59XcrXZsJlnBAAx5mQ'"	[1.5616438356164384, 3.6232876712328768, 179.7123287671233]
"b'33yClygMVQZb5y9WgOCHLA'"	[1.3928571428571428, 3.5089285714285716, 68.625]
"b'34VuBMNaG9nJiyqsnoEgPg'"	[1.8194444444444444, 3.2847222222222223, 116.30555555555556]
"b'355zerURpj4IMs2no238_A'"	[1.4074074074074074, 3.212962962962963, 68.57407407407408]
"b'358UeNvBBE03JKX3u2FtLQ'"	[1.423529411764706, 3.2823529411764705, 74.14117647058823]
"b'3AR0coEEReWxcbMxgS2DQg'"	[1.3714285714285714, 3.6857142857142855, 136.5142857142857]
"b'3Alq2Er28QVsdxGJlQgVkg'"	[1.4166666666666667, 3.388888888888889, 83.04166666666667]
"b'3BGzRYh6GQbZz3LGAGb-sQ'"	[2.0, 3.5, 120.63636363636364]
"b'3BYLel7hPVEXzzVSHHEwHA'"	[1.4, 3.56, 104.44]
"b'3ByGQOVgds2YEu6kzl-XEQ'"	[1.2222222222222223, 2.888888888888889, 17.11111111111111]
"b'3C5Z9homtzkWHouH2BHXYQ'"	[1.5, 3.5865384615384617, 138.22115384615384]
