business_id,is_open,review_count,city,stars,review_scale,score
b'VRYeIWCo4JPpEG6-Hm9RKA',1,16,b'Markham',3.5,2,7.0
b'J6x28YX3K7ErHU0uPMSfyA',1,48,b'Markham',4.0,4,16.0
b'kzMj-vVZTGewPCZnnzIlJA',0,9,b'Markham',3.0,2,6.0
b'08BzkGvs4Z3c-oFrk3AqTA',0,6,b'Markham',3.5,1,3.5
b'4vLaHphDBWOy1aI7URQ75Q',1,25,b'Markham',3.0,3,9.0
b'KQTMXyC90UPz6vspdspbeg',0,66,b'Markham',3.0,4,12.0
b'xiCJPHeXVaxAW4ZEt-Y0mg',0,15,b'Markham',2.0,2,4.0
b'qGC_GE-1fnjVvfzpu_Lbkw',1,120,b'Markham',3.0,4,12.0
b'A5lD3y2eREchEdMcvWPXBA',1,144,b'Markham',3.5,4,14.0
b'ybKhwymik8zofQTJnhGifw',1,3,b'Markham',4.5,1,4.5
b'orjS8GtlcTRTod-y6cHwgA',1,28,b'Markham',4.0,3,12.0
b'RYGWTRVTC4_ZrfsJwpE5VQ',1,7,b'Markham',4.5,1,4.5
b'sDQDMrb5xez4aASZ8U5qTg',1,38,b'Markham',3.5,3,10.5
b'VsAx_YduvuobBKl2Ep8mhw',1,4,b'Markham',4.0,1,4.0
b'zhE9euD7t-RlXmWk50rCxQ',1,13,b'Markham',2.0,2,4.0
b'MVBCWXTDtU8C1Qh5mMNSKA',1,51,b'Markham',2.5,4,10.0
b'Hk1Q874UqawFXq0XzIIBYg',1,97,b'Markham',4.0,4,16.0
b'aR0dWZeGyDjVpgJfBqYdpQ',1,33,b'Markham',3.0,3,9.0
b'uVxoH84VOroNq9tR3d_48A',0,5,b'Markham',3.0,1,3.0
b'SCSDDqlCT5Lfzs1T1OH9gA',0,24,b'Markham',3.0,3,9.0
b'rTJDssEcvPnq5jjGzKLTlQ',1,18,b'Markham',1.5,2,3.0
b'lsqO3nJh11JPIcjwvu4YoQ',0,5,b'Markham',4.0,1,4.0
b'JyRBZrkZCu1gouIZHolBMA',0,5,b'Markham',3.0,1,3.0
b'SdUBFhIzwpN5IZfcr9jc-g',1,10,b'Markham',3.5,2,7.0
b'akt3IzE5eVTyNJY9RKarJw',1,5,b'Markham',3.5,1,3.5
b'vw4n8QbM0600MNsyauulHw',0,13,b'Markham',3.5,2,7.0
b'cKG42eNhcACwgXcqAyhjRg',1,44,b'Markham',4.0,3,12.0
b'UePWfaUMDNrcL4oreTtiSQ',1,4,b'Markham',3.0,1,3.0
b'j1QfFrTE22PAak7rzD8OoQ',1,27,b'Markham',3.0,3,9.0
b'nOykFBuMLOuw3ZB2WTk50g',1,67,b'Markham',2.0,4,8.0
b'_ONkRPvpIYdCuj9u6cIPeA',1,61,b'Markham',3.0,4,12.0
b'lv3h7WwuxPyJNLTeWeL5LQ',1,52,b'Markham',3.0,4,12.0
b'YEHWvvwcunakP4CyteM82A',0,11,b'Markham',3.5,2,7.0
b'NQF7wgb3mHfMPzy5owzxxQ',0,4,b'Markham',4.0,1,4.0
b'ZeEKKLja4xeGuy2nApMpsw',0,10,b'Markham',3.5,2,7.0
b'_GxIYv74MyV0pEZ28ZHSlQ',0,5,b'Markham',4.0,1,4.0
b'belFmmu7TtTX1vcX9VGQCg',1,3,b'Markham',2.5,1,2.5
b'F-N0K6LemPp8RTxiqup8WA',1,4,b'Markham',3.0,1,3.0
b'Ps-m4xYjx1dydW9EFIpi-w',1,3,b'Markham',5.0,1,5.0
b'x689C95HU7UPfPXNL4txKQ',1,10,b'Markham',3.5,2,7.0
b'U5rfxvnZUupaWT_SgIV79g',1,19,b'Markham',4.0,3,12.0
b'1PMwRG0uWGxk2hIVEQj62A',0,111,b'Markham',3.5,4,14.0
b'BCa9j5GEo5lnEPywu-TiFA',1,8,b'Markham',4.5,2,9.0
b'EqJRslgHFfw3DcKMdFtaNg',0,5,b'Markham',4.0,1,4.0
b'Ac0kKKfYGM-vKORWCg20eg',1,51,b'Markham',4.0,4,16.0
b'kXdHyRxXF1yxkEG6GTQ4CA',1,52,b'Markham',3.5,4,14.0
b'6gMxIRoEMWDg-HqibN9aqw',1,28,b'Markham',3.5,3,10.5
b'ArMzv0oa_-UndTK3o3HHWg',1,16,b'Markham',3.0,2,6.0
b'EZrkg2mrQLGaXdsiuRnBgQ',1,44,b'Markham',3.5,3,10.5
b'MWffCS7UkTUj9yDMy4jaLA',1,13,b'Markham',3.5,2,7.0
b'SEURrw7032BR15PKZ_aleA',1,125,b'Markham',3.5,4,14.0
b'8igSEuGdCMLFrwwXgU38kg',0,5,b'Markham',3.5,1,3.5
b'aKoDe5WZ-dgo6gD76kgNxQ',1,41,b'Markham',3.5,3,10.5
b'XZPaPZUk-WSTPvN20svsCg',1,3,b'Markham',1.0,1,1.0
b'uwlQWhtrqm8k7CZwrNtRsg',1,39,b'Markham',3.5,3,10.5
b'aShNnWaEy8QfXpgRAMFfjQ',1,4,b'Markham',2.0,1,2.0
b'f5xm2RiwLv0gbmXU4BkrGA',0,3,b'Markham',4.0,1,4.0
b'0Bv0vFPdBs_E_5r1s3tHCw',0,8,b'Markham',3.5,2,7.0
b'JEglRPwON2QUi8vlxbFlRQ',0,4,b'Markham',2.0,1,2.0
b'6P9Vznv5XpaSYfUrefEcQw',1,14,b'Markham',2.0,2,4.0
b'tJ3Y8chfwruslf5TTNuTNw',0,4,b'Markham',4.0,1,4.0
b'JlH2ftC1583N5a8EIvUcMw',0,7,b'Markham',3.5,1,3.5
b'M8_C-be43AQsH_sEgLPFPg',0,15,b'Markham',2.5,2,5.0
b'-0DET7VdEQOJVJ_v6klEug',1,69,b'Markham',3.0,4,12.0
b'mJmsppNPPupwDzJ9QRvoNQ',1,19,b'Markham',1.5,3,4.5
b'NQEN9FoxUrUPWtmTjBRvcA',0,5,b'Markham',2.0,1,2.0
b'GIbMEsayMK8nFb5OAHLJWA',0,8,b'Markham',3.0,2,6.0
b'kchDx0ej68wjE31J4_jFbQ',1,37,b'Markham',3.5,3,10.5
b'LJEoHxM8wow4nSaObqXzSg',1,38,b'Markham',3.0,3,9.0
b'ea3kF5zspg4eNmxSbZixsA',0,10,b'Markham',4.0,2,8.0
b'YdYaBff_a50rNEI8tXTp9g',1,10,b'Markham',2.0,2,4.0
b'wRwEAAXKW6wsD6s2wBjFKQ',0,3,b'Markham',3.5,1,3.5
b'Dl-hhPCjRJM221XSwiuTbg',1,55,b'Markham',3.0,4,12.0
b'm2OL7kEeI8O7yfZuzLLPxg',1,52,b'Markham',3.5,4,14.0
b'a7-LY8FhQovF-_6w-mHClQ',0,4,b'Markham',3.0,1,3.0
b'QCaAoQkiu6qYodoFrTbHAQ',1,3,b'Markham',3.0,1,3.0
b'8Moo70rNhVb8Ji9PQNS3iw',1,26,b'Markham',2.5,3,7.5
b'7tzXkDX8HmpzRRoJyLBKcA',1,213,b'Markham',3.0,4,12.0
b'MQLnw9COMm2wOvjKI9Qn5A',1,19,b'Markham',3.0,3,9.0
b'Vji_YCoJBoDTPkKy_Dmq7g',0,12,b'Markham',3.5,2,7.0
b'XQjcN_irExWzMmglH6Nc9Q',1,70,b'Markham',3.5,4,14.0
b'-e_LJpqkw3Yrb8CamUIEPw',1,9,b'Markham',3.0,2,6.0
b'lh9ZqHBodHoHkRZzshaXlg',0,57,b'Markham',3.0,4,12.0
b'pQUjQZgOzUX-KUXYHZKpng',1,15,b'Markham',4.5,2,9.0
b'9fKYo_6qLPofBbts0JAnSw',1,75,b'Markham',4.0,4,16.0
b'miUmZ27vC-gHoyEmUQMYuQ',1,19,b'Markham',4.0,3,12.0
b'SmYGe2qXVsP8zXjhwJkNBw',0,16,b'Markham',3.0,2,6.0
b'jWrnT-VNIsTKjHCTyj2hdw',0,18,b'Markham',2.5,2,5.0
b'cAni154peOBRMsgVFLVnCg',0,28,b'Markham',3.0,3,9.0
b'uP2-0N59oW5lggIyvdfWkQ',0,80,b'Markham',3.5,4,14.0
b'YDRnoQr8UyxPEXi-5ZrVJg',1,134,b'Markham',3.0,4,12.0
b'AL_dmG-SSeykB0X5SpDiwA',1,13,b'Markham',3.0,2,6.0
b'vFYvsI5KK_XGWCifg8LvCQ',1,5,b'Markham',3.0,1,3.0
b'Hrbwae-MS_7JlS27uoigIA',1,21,b'Markham',3.5,3,10.5
b'nghPxiuQQW2tUdE4R0ytww',1,7,b'Markham',3.0,1,3.0
b'DuUt446iZMHowlt9AQ5kNg',1,30,b'Markham',3.5,3,10.5
b'AtUtG-oQp1rkk6ZdYcfSzw',1,160,b'Markham',3.0,4,12.0
b'-7EwIdxcRC5McO35DVfeSQ',1,94,b'Markham',3.5,4,14.0
b'StRX1019jguRr9XuGX2FZQ',1,21,b'Markham',2.5,3,7.5
b'Vzx5hH_qZ9Uf2O7COjdfFg',0,11,b'Markham',3.5,2,7.0
b'adaYhaXJR2TeU7UGZbJ6tQ',0,10,b'Markham',4.0,2,8.0
b'euPZCtrFKTRWYsd8qJVkRA',1,6,b'Markham',3.0,1,3.0
b'SbwUKzeMlSZs-mQt0lOGQw',1,79,b'Markham',3.0,4,12.0
b'YfeTH4jtz_gpWz0QRYJFnQ',1,99,b'Markham',3.5,4,14.0
b'Q6ql-vhEfkUiry1r0XoDTA',1,20,b'Markham',3.0,3,9.0
b'APLfzC4bgq7wVwq3aoDE9Q',1,44,b'Markham',3.5,3,10.5
b'4x8N-KO2TFJFVveefrQiSw',1,17,b'Markham',3.0,2,6.0
b'TetRSApdg8YUcQ-WvDyU8g',0,3,b'Markham',4.0,1,4.0
b'0-8DTqVaY9RJU0PAWD2l6Q',1,77,b'Markham',3.0,4,12.0
b'zCiQ61Z2Gra8TKM65qJueA',0,40,b'Markham',3.5,3,10.5
b'tQ9BtMUHFr8rdpmjmayUcA',1,59,b'Markham',3.5,4,14.0
b'6rv2q1906KMiJTW2QpXv6A',0,18,b'Markham',2.5,2,5.0
b'AhQ8vvgBOPJ4iFMC8ZbdNw',1,4,b'Markham',4.0,1,4.0
b'2pHvdKA1J43-85mfVPvAyw',1,7,b'Markham',3.5,1,3.5
b'rtYKSdUHpQO2Nyqy1-uAsQ',1,19,b'Markham',3.0,3,9.0
b'Cy1bPenka65T2AUBAn-WkQ',0,54,b'Markham',3.5,4,14.0
b'vfxgy-NJlpd6mrMTZTMSBg',1,15,b'Markham',4.0,2,8.0
b'tUxOHYVW6e1l2frBQ7pAtA',0,32,b'Markham',3.5,3,10.5
b'VC-S7T5aSOP9HTKu_TNHKA',1,41,b'Markham',2.5,3,7.5
b'_oFeTg8lIbmH1cVTt0x-rw',1,12,b'Markham',3.0,2,6.0
b'5H4coiGpvG3XdnU1Nde2xQ',1,49,b'Markham',3.5,4,14.0
b'j1fyIuQwrJWHJwR38UMysQ',1,3,b'Markham',3.5,1,3.5
b'oLTPdss2n5ug4B-RvNbTSQ',1,7,b'Markham',4.0,1,4.0
b'Szb2I5CMW-vndUF_KS8H2A',1,9,b'Markham',2.5,2,5.0
b'GPGgN0_7xFdB6gqwaMabOA',0,75,b'Markham',3.0,4,12.0
b'-Lgj3gdQZiVngAEc1yALzw',1,146,b'Markham',4.0,4,16.0
b'qEe0mdIax3pz3DH4RPj3sQ',1,31,b'Markham',4.0,3,12.0
b'QB_KRwMlC-AtWdqWQ_Q_mA',1,4,b'Markham',4.0,1,4.0
b'HV25Suwkzd-roRc63sEmtA',1,73,b'Markham',3.0,4,12.0
b'vBIugbXbkxNb5tCtck1tSg',1,3,b'Markham',4.5,1,4.5
b'cWZl0jdkJI8O7XBRIWPOPw',1,4,b'Markham',4.0,1,4.0
b'6MomUPA3w0JicziqJLumQQ',0,6,b'Markham',3.5,1,3.5
b'ax4ztJvW28xgGvI0OPqGcQ',1,146,b'Markham',4.0,4,16.0
b'dnNjNkcYSjFudOLcOFkxlg',0,14,b'Markham',2.5,2,5.0
b'oDBz4UnpaAVkBFGEAUaQPA',1,39,b'Markham',4.0,3,12.0
b'5ubokMNw8qfbX2WtxgJG1Q',0,52,b'Markham',3.0,4,12.0
b'eOvNqnu9CZDCHe26sqj7bw',1,17,b'Markham',3.0,2,6.0
b'HTkY1GABYTivk-DKWyrlEw',1,269,b'Markham',3.5,4,14.0
b'STKP9Z3dMFj7cFtIWXtldA',1,15,b'Markham',4.0,2,8.0
b'rEa4g6c2EJr2UvZe0hVegQ',1,22,b'Markham',2.5,3,7.5
b'_xavJB9Uia1CsPDlGFw5Qg',0,13,b'Markham',1.5,2,3.0
b'Cs8BaiKkyNU6mzxq9nTsmg',1,166,b'Markham',3.5,4,14.0
b'E6ZQcz49HADpQh2b7GNgrw',1,67,b'Markham',2.5,4,10.0
b'_itQAuwxJQx4zwRp1Qc31Q',1,7,b'Markham',4.0,1,4.0
b'NuGZD3yBVqzpY1HuzT26mQ',1,252,b'Markham',3.5,4,14.0
b'CMkayuNDHPcd1dxO32kJyA',0,10,b'Markham',1.5,2,3.0
b'2affqR8mmNPuW1HdnFUAng',0,7,b'Markham',3.0,1,3.0
b'4eAKvnILoB8n4wUWd3uy3Q',1,41,b'Markham',3.0,3,9.0
b'ywczsfJ5mTSIAL2PnIAKog',1,10,b'Markham',3.0,2,6.0
b'v95ot_TNwTk1iJ5n56dR0g',0,23,b'Markham',3.5,3,10.5
b'zEp0CsZSd4tDuA1AezfPvw',0,10,b'Markham',3.5,2,7.0
b'Z4GRRhxLpHqXiiHeV99ARQ',1,13,b'Markham',4.5,2,9.0
b'p3RUmQhsTjErcorfD6zunA',1,3,b'Markham',3.5,1,3.5
b'ZUd2Bx-fidHVCf_WzJHY1Q',1,4,b'Markham',2.5,1,2.5
b'7Ym8NVxTO9b1FLGeWGp_Fg',1,33,b'Markham',3.0,3,9.0
b'fMt-wU8Topyja7u9qPJaqQ',0,18,b'Markham',2.5,2,5.0
b'JNHtdEWCOreJ_S_Fj41bqQ',1,46,b'Markham',3.5,4,14.0
b'mnJ0WX9qTS9CxZWFioaFMQ',1,24,b'Markham',2.5,3,7.5
b'pw09B1aBMNi7eYQnSR0UiA',0,18,b'Markham',3.0,2,6.0
b'y1uN3Tj97O9u2xCVhJuaLw',0,13,b'Markham',3.5,2,7.0
b'zdqvzYtIZYMCRAQRNfcKIw',1,15,b'Markham',3.5,2,7.0
b'Ty7IyZN721l6VvBfc_zRVQ',0,11,b'Markham',2.5,2,5.0
b'lDbqs6yNGC5gRtbvvP9amw',0,13,b'Markham',2.0,2,4.0
b'dnL3yOplcB8x7-aVOpWD_Q',1,35,b'Markham',2.5,3,7.5
b'82_uBRv_DfOIQi98KP52MA',0,4,b'Markham',3.0,1,3.0
b'gdAzvrNVrVClYMONc__SvQ',0,6,b'Markham',3.0,1,3.0
b'9CJGlFmrHBt9htRv6on32A',0,3,b'Markham',1.0,1,1.0
b'7U5-h997PyWX4B8uMk4Tcw',1,21,b'Markham',3.0,3,9.0
b'kYNlCSoJOVgAeu3QqS9ayw',1,25,b'Markham',3.5,3,10.5
b'9-lGjghZUEPmKyviTyYLUA',1,27,b'Markham',3.5,3,10.5
b'Q-eUzUjOwRlAXkwN8qDXXg',1,16,b'Markham',2.5,2,5.0
b'vGxrs041ENPaRWH435C2MA',1,84,b'Markham',3.0,4,12.0
b'zutMSVmRLPjEbeF8aFtSnQ',1,25,b'Markham',2.0,3,6.0
b'9b-rXZbHAAxv_0sSWlcyEQ',0,43,b'Markham',3.5,3,10.5
b'b8buqCiXOQUrPcye8W0YEg',1,3,b'Markham',1.0,1,1.0
b'GDiSja9Y9yJSeROIeApyEg',1,15,b'Markham',4.5,2,9.0
b'NI_4CRkYsvPTh_FvC35F-Q',1,9,b'Markham',2.0,2,4.0
b'Vi5TwzEsoo_gaG1cvc1zdw',0,9,b'Markham',3.0,2,6.0
b'aa0uz1y1-ziTOveuE34HTw',1,42,b'Markham',2.5,3,7.5
b'vGpRVpq_UzXNw2UiHP_1Og',1,18,b'Markham',3.0,2,6.0
b'_PKXarw3GjlbwbXhjdpUMA',1,27,b'Markham',3.5,3,10.5
b'7n23TATDkmVVo6UzNI5UQQ',1,4,b'Markham',3.0,1,3.0
b'YwDZUnYeWyNFgBelSdE-Fw',1,3,b'Markham',4.5,1,4.5
b'0R87tcWUqkWXAD5z0vZcuQ',1,52,b'Markham',3.0,4,12.0
b'LlcElqJnuQeol36TS2EiiQ',0,8,b'Markham',3.0,2,6.0
b'Vu_BoGOSL70odzqCBr_vIg',1,15,b'Markham',3.5,2,7.0
b'xI4IId1ZXfSflFvfbAtTVQ',1,27,b'Markham',4.0,3,12.0
b'Qayz6avNEPNS6Q5UThYHCQ',1,224,b'Markham',3.0,4,12.0
b'WM7Ckyt1oh2LaQPdkYhMwg',1,11,b'Markham',3.0,2,6.0
b'MSA9WlcVCjlektkeDX5keA',1,149,b'Markham',3.5,4,14.0
b'sk_ukei0s48FBIirQLpXfw',1,38,b'Markham',3.5,3,10.5
b'wR71mnXAJMVmgMBrHevndQ',0,45,b'Markham',3.0,3,9.0
b'-56TP_w4VG2oNGpauDMOOQ',1,4,b'Markham',3.0,1,3.0
b'0ZQCJO-btoKOk3mErTYKwA',1,25,b'Markham',2.5,3,7.5
b'xeSE3ct_V9U3_ibcrpb3_g',1,94,b'Markham',2.5,4,10.0
b'U02TVsrHqwTrbvyjDuNaRA',1,5,b'Markham',2.5,1,2.5
b'vfjPOe9bzErPTq3OLMXLfg',1,138,b'Markham',2.5,4,10.0
b'CG4KapQ-CXygjnqlN9ytLA',1,7,b'Markham',2.5,1,2.5
b'SJtbwP4_ed2B1AvIXd-EVQ',1,200,b'Markham',3.5,4,14.0
b'VqZG8rMYPKa5Cr5yi3AR_w',0,7,b'Markham',3.0,1,3.0
b'7wFdubzWH4ig08AcoibXeA',0,5,b'Markham',3.5,1,3.5
b'fTkbO_-v88Ldn_cJwxHYQQ',1,36,b'Markham',4.5,3,13.5
b'txAKid34IUd9spo6MLF_Sw',1,20,b'Markham',2.0,3,6.0
b'PPkMZMS1Ogdrm4NhyxgpFA',1,16,b'Markham',2.5,2,5.0
b'GkY6UWWn0Fz2ehcuBp66pg',1,89,b'Markham',4.0,4,16.0
b've4v2ewMRPBmFVF5Nhno-w',1,22,b'Markham',3.0,3,9.0
b'he_aQrSoqOUTBVEe8yPkQw',1,13,b'Markham',2.0,2,4.0
b'b2mVQLlc_beZP-Iop8JgFg',0,11,b'Markham',3.0,2,6.0
b'-I7Vz5eDjc63xKmmt4Qx4g',1,71,b'Markham',2.5,4,10.0
b'2PrumlGyBhyqzS4m96FYtQ',1,11,b'Markham',3.5,2,7.0
b'URk3CDgSM42E2PWPKKFhWA',0,9,b'Markham',3.0,2,6.0
b'n0JifoI1yWxaBiv7VLRc4Q',1,18,b'Markham',3.5,2,7.0
b'3phfrYKI1_vjlmJ2zQPAjw',0,25,b'Markham',3.5,3,10.5
b'XuZ9pksVQBIpmVQm6UO2YQ',1,76,b'Markham',4.0,4,16.0
b'EhTYPpGzs2MfDspt1nU7Hg',0,36,b'Markham',3.5,3,10.5
b'0C38ezzbBX-dWxpnnwYAzg',1,39,b'Markham',2.0,3,6.0
b'tCYknqUdD-4TnEn8RtxBjw',1,4,b'Markham',3.0,1,3.0
b'pAQwza9U8OLY65Q73pAnxQ',0,64,b'Markham',2.0,4,8.0
b'f9OqUyBsY4wCfsnrcIj_Xw',1,18,b'Markham',2.5,2,5.0
b'D84t4wCarKR7h9lbWZDFmQ',1,11,b'Markham',2.5,2,5.0
b'WFLl7zdzeLj6S37Hc_6lKg',1,9,b'Markham',3.5,2,7.0
b'G2ZP40c11X5ZZh1xHaJVMA',1,3,b'Markham',4.5,1,4.5
b'tZzWHN84ifO5T7aiLFzLAw',0,11,b'Markham',2.5,2,5.0
b'iZtv9s9lBA6DviQ2Mbm-SA',0,5,b'Markham',2.5,1,2.5
b'tm2sScuCKHnzpDvXdDQ7BA',0,3,b'Markham',2.5,1,2.5
b'jNiZgCwZj4CNw1noxiC8PQ',1,49,b'Markham',3.5,4,14.0
b'H-GwatUcZ-lrnfWFH3S4IA',0,7,b'Markham',3.5,1,3.5
b'QJg8AuqITB4t_iKrLI6tOw',1,21,b'Markham',4.5,3,13.5
b'K4-J1A_ZIzG2yNkee0KOaA',1,95,b'Markham',3.0,4,12.0
b'W1pj7OeYz5oF42vACSoxmA',1,13,b'Markham',3.0,2,6.0
b'tNJBD6CleWS821Y024GTqw',0,21,b'Markham',2.5,3,7.5
b'y76Gvmb75VdhOoxWIvUSzg',1,3,b'Markham',4.5,1,4.5
b'T5f2zlczcS00W70e_omQ6w',0,10,b'Markham',4.0,2,8.0
b'Ju6GKbZn1HlCyyQr8D-psg',0,4,b'Markham',2.0,1,2.0
b'WNiQtCdlo7pEb8PnYqKxmQ',1,3,b'Markham',3.0,1,3.0
